Datacode,RecType,RecYear,Season,RecDate,Watershed,Block,Plot,Sppnum,Taxa,Cover,Comments
CME01,1,2019,spring,6/1/2019,N4B,R,2,41,Ceanothus herbaceus,2,
CME01,1,2019,spring,6/1/2019,N4B,R,2,109,Dalea purpurea,1,
CME01,1,2019,spring,6/1/2019,N4B,R,2,76,Echinacea angustifolia,2,
CME01,1,2019,spring,6/1/2019,N4B,R,2,300,Euphorbia nutans,1,
CME01,1,2019,spring,6/1/2019,N4B,R,2,111,Physalis pumila,2,
CME01,1,2019,spring,6/1/2019,N4B,R,2,122,Mimosa quadrivalvis,2,
CME01,1,2019,spring,6/1/2019,N4B,R,2,158,Ulmus americana,1,
CME01,1,2019,fall,8/5/2019,N4B,R,2,0,Bare_ground ,1,bare_ground
CME01,1,2019,fall,8/5/2019,N4B,R,2,998,Rock ,3,rock
CME01,1,2019,fall,8/5/2019,N4B,R,2,130,Solidago rigida,3,
CME01,1,2019,fall,8/5/2019,N4B,R,2,72,Croton monanthogynus,1,
CME01,1,2019,fall,8/5/2019,N4B,R,2,59,Symphyotrichum oblongifolium,1,
CME01,1,2019,fall,8/5/2019,N4B,R,2,58,Symphyotrichum ericoides,1,
CME01,1,2019,fall,8/5/2019,N4B,R,2,41,Ceanothus herbaceus,3,
CME01,1,2019,fall,8/5/2019,N4B,R,2,18,Sorghastrum nutans,3,
CME01,1,2019,fall,8/5/2019,N4B,R,2,3,Schizachyrium scoparium,5,
CME01,1,2019,fall,8/5/2019,N4B,R,2,4,Bouteloua curtipendula,12,
CME01,1,2019,fall,8/5/2019,N4B,R,2,2,Andropogon gerardii,60,
CME01,1,2020,fall,8/31/2020,N1A,A,1,2,Andropogon gerardii,65,
CME01,1,2020,fall,8/31/2020,N1A,A,1,18,Sorghastrum nutans,5,
CME01,1,2020,fall,8/31/2020,N1A,A,1,21,Sporobolus compositus,1,
CME01,1,2020,spring,6/15/2020,N1A,A,1,32,Carex gravida,2,
CME01,1,2020,spring,6/15/2020,N1A,A,1,34,Carex meadii,3,
CME01,1,2020,fall,8/31/2020,N1A,A,1,42,Rosa arkansana,4,
CME01,1,2020,fall,8/31/2020,N1A,A,1,43,Symphoricarpos orbiculatus,1,
CME01,1,2020,fall,8/31/2020,N1A,A,1,46,Ambrosia psilostachya,12,
CME01,1,2020,fall,8/31/2020,N1A,A,1,52,Artemisia ludoviciana,1,
CME01,1,2020,fall,8/31/2020,N1A,A,1,86,Brickellia eupatorioides,1,
CME01,1,2020,spring,6/15/2020,N1A,A,1,111,Physalis pumila,3,
CME01,1,2020,fall,8/31/2020,N1A,A,1,127,Solidago altissima,16,
CME01,1,2020,fall,8/31/2020,N1A,A,1,140,Vernonia baldwinii,14,
CME01,1,2020,spring,6/15/2020,N1A,A,1,143,Lespedeza violacea,70,
CME01,1,2020,fall,8/31/2020,N1A,A,1,193,Euphorbia dentata,2,
CME01,1,2020,fall,8/31/2020,N1A,A,2,2,Andropogon gerardii,75,
CME01,1,2020,fall,8/31/2020,N1A,A,2,18,Sorghastrum nutans,15,
CME01,1,2020,spring,6/15/2020,N1A,A,2,31,Carex brevior,1,
CME01,1,2020,spring,6/15/2020,N1A,A,2,34,Carex meadii,3,
CME01,1,2020,fall,8/31/2020,N1A,A,2,43,Symphoricarpos orbiculatus,10,
CME01,1,2020,fall,8/31/2020,N1A,A,2,46,Ambrosia psilostachya,2,
CME01,1,2020,fall,8/31/2020,N1A,A,2,52,Artemisia ludoviciana,3,
CME01,1,2020,fall,8/31/2020,N1A,A,2,86,Brickellia eupatorioides,4,
CME01,1,2020,spring,6/15/2020,N1A,A,2,120,Ruellia humilis,1,
CME01,1,2020,fall,8/31/2020,N1A,A,2,127,Solidago altissima,6,
CME01,1,2020,fall,8/31/2020,N1A,A,2,140,Vernonia baldwinii,3,
CME01,1,2020,spring,6/15/2020,N1A,A,2,143,Lespedeza violacea,45,
CME01,1,2020,fall,8/31/2020,N1A,A,2,180,Teucrium canadense,9,
CME01,1,2020,fall,8/31/2020,N1A,A,2,218,Tridens flavus,4,
CME01,1,2020,fall,8/31/2020,N1A,A,2,228,Mirabilis albida,1,
CME01,1,2020,fall,8/31/2020,N1A,A,3,2,Andropogon gerardii,45,
CME01,1,2020,fall,8/31/2020,N1A,A,3,3,Schizachyrium scoparium,3,
CME01,1,2020,fall,8/31/2020,N1A,A,3,18,Sorghastrum nutans,10,
CME01,1,2020,spring,6/15/2020,N1A,A,3,34,Carex meadii,4,
CME01,1,2020,fall,8/31/2020,N1A,A,3,46,Ambrosia psilostachya,24,
CME01,1,2020,fall,8/31/2020,N1A,A,3,86,Brickellia eupatorioides,4,
CME01,1,2020,fall,8/31/2020,N1A,A,3,127,Solidago altissima,3,
CME01,1,2020,fall,8/31/2020,N1A,A,3,140,Vernonia baldwinii,7,
CME01,1,2020,spring,6/15/2020,N1A,A,3,143,Lespedeza violacea,70,
CME01,1,2020,fall,8/31/2020,N1A,A,3,300,Euphorbia nutans,1,
CME01,1,2020,fall,8/31/2020,N1A,A,4,2,Andropogon gerardii,65,
CME01,1,2020,fall,8/31/2020,N1A,A,4,3,Schizachyrium scoparium,5,
CME01,1,2020,fall,8/31/2020,N1A,A,4,15,Panicum virgatum,2,
CME01,1,2020,fall,8/31/2020,N1A,A,4,18,Sorghastrum nutans,4,
CME01,1,2020,spring,6/15/2020,N1A,A,4,33,Carex inops,3,
CME01,1,2020,spring,6/15/2020,N1A,A,4,34,Carex meadii,4,
CME01,1,2020,fall,8/31/2020,N1A,A,4,42,Rosa arkansana,5,
CME01,1,2020,fall,8/31/2020,N1A,A,4,46,Ambrosia psilostachya,12,
CME01,1,2020,fall,8/31/2020,N1A,A,4,52,Artemisia ludoviciana,3,
CME01,1,2020,fall,8/31/2020,N1A,A,4,58,Symphyotrichum ericoides,1,
CME01,1,2020,fall,8/31/2020,N1A,A,4,90,Lespedeza capitata,2,
CME01,1,2020,spring,6/15/2020,N1A,A,4,109,Dalea purpurea,1,
CME01,1,2020,fall,8/31/2020,N1A,A,4,127,Solidago altissima,15,
CME01,1,2020,fall,8/31/2020,N1A,A,4,140,Vernonia baldwinii,7,
CME01,1,2020,spring,6/15/2020,N1A,A,4,143,Lespedeza violacea,27,
CME01,1,2020,fall,8/31/2020,N1A,A,4,151,Kummerowia stipulacea,1,
CME01,1,2020,fall,8/31/2020,N1A,A,4,209,Setaria viridis,1,
CME01,1,2020,fall,8/31/2020,N1A,A,4,300,Euphorbia nutans,1,
CME01,1,2020,fall,8/31/2020,N1A,A,5,2,Andropogon gerardii,70,
CME01,1,2020,fall,8/31/2020,N1A,A,5,18,Sorghastrum nutans,20,
CME01,1,2020,spring,6/15/2020,N1A,A,5,31,Carex brevior,1,
CME01,1,2020,spring,6/15/2020,N1A,A,5,34,Carex meadii,2,
CME01,1,2020,fall,8/31/2020,N1A,A,5,42,Rosa arkansana,5,
CME01,1,2020,fall,8/31/2020,N1A,A,5,46,Ambrosia psilostachya,3,
CME01,1,2020,fall,8/31/2020,N1A,A,5,52,Artemisia ludoviciana,1,
CME01,1,2020,fall,8/31/2020,N1A,A,5,86,Brickellia eupatorioides,1,
CME01,1,2020,spring,6/15/2020,N1A,A,5,111,Physalis pumila,1,
CME01,1,2020,spring,6/15/2020,N1A,A,5,112,Physalis virginiana,1,
CME01,1,2020,fall,8/31/2020,N1A,A,5,127,Solidago altissima,18,
CME01,1,2020,fall,8/31/2020,N1A,A,5,140,Vernonia baldwinii,5,
CME01,1,2020,spring,6/15/2020,N1A,A,5,143,Lespedeza violacea,85,
CME01,1,2020,fall,8/31/2020,N1A,A,5,218,Tridens flavus,1,
CME01,1,2020,fall,8/31/2020,N1A,A,5,234,Rhus glabra,7,
CME01,1,2020,fall,8/31/2020,N1A,A,6,2,Andropogon gerardii,50,
CME01,1,2020,fall,8/31/2020,N1A,A,6,3,Schizachyrium scoparium,1,
CME01,1,2020,spring,6/15/2020,N1A,A,6,14,Dichanthelium oligosanthes,1,
CME01,1,2020,fall,8/31/2020,N1A,A,6,18,Sorghastrum nutans,4,
CME01,1,2020,fall,8/31/2020,N1A,A,6,21,Sporobolus compositus,2,
CME01,1,2020,spring,6/15/2020,N1A,A,6,34,Carex meadii,5,
CME01,1,2020,fall,8/31/2020,N1A,A,6,46,Ambrosia psilostachya,14,
CME01,1,2020,fall,8/31/2020,N1A,A,6,86,Brickellia eupatorioides,2,
CME01,1,2020,fall,8/31/2020,N1A,A,6,127,Solidago altissima,20,
CME01,1,2020,fall,8/31/2020,N1A,A,6,140,Vernonia baldwinii,10,
CME01,1,2020,spring,6/15/2020,N1A,A,6,143,Lespedeza violacea,29,
CME01,1,2020,fall,8/31/2020,N1A,A,6,156,Acalypha virginica,2,
CME01,1,2020,spring,6/15/2020,N1A,A,6,161,Asclepias syriaca,1,very small. check id in summer. could be A. viridiflora
CME01,1,2020,spring,6/15/2020,N1A,A,6,185,Calystegia macounii,3,
CME01,1,2020,fall,8/31/2020,N1A,A,6,193,Euphorbia dentata,1,
CME01,1,2020,fall,8/31/2020,N1A,A,6,300,Euphorbia nutans,2,
CME01,1,2020,fall,8/31/2020,N1A,B,1,2,Andropogon gerardii,80,
CME01,1,2020,fall,8/31/2020,N1A,B,1,3,Schizachyrium scoparium,3,
CME01,1,2020,spring,6/15/2020,N1A,B,1,14,Dichanthelium oligosanthes,1,
CME01,1,2020,fall,8/31/2020,N1A,B,1,18,Sorghastrum nutans,20,
CME01,1,2020,spring,6/15/2020,N1A,B,1,31,Carex brevior,1,
CME01,1,2020,spring,6/15/2020,N1A,B,1,32,Carex gravida,2,
CME01,1,2020,spring,6/15/2020,N1A,B,1,34,Carex meadii,2,
CME01,1,2020,fall,8/31/2020,N1A,B,1,46,Ambrosia psilostachya,2,
CME01,1,2020,fall,8/31/2020,N1A,B,1,58,Symphyotrichum ericoides,5,
CME01,1,2020,spring,6/15/2020,N1A,B,1,69,Callirhoe involucrata,17,
CME01,1,2020,spring,6/15/2020,N1A,B,1,111,Physalis pumila,1,
CME01,1,2020,spring,6/15/2020,N1A,B,1,120,Ruellia humilis,2,
CME01,1,2020,fall,8/31/2020,N1A,B,1,127,Solidago altissima,12,
CME01,1,2020,fall,8/31/2020,N1A,B,1,140,Vernonia baldwinii,1,
CME01,1,2020,spring,6/15/2020,N1A,B,1,143,Lespedeza violacea,95,
CME01,1,2020,fall,8/31/2020,N1A,B,2,2,Andropogon gerardii,85,
CME01,1,2020,fall,8/31/2020,N1A,B,2,18,Sorghastrum nutans,10,
CME01,1,2020,spring,6/15/2020,N1A,B,2,34,Carex meadii,1,
CME01,1,2020,fall,8/31/2020,N1A,B,2,40,Amorpha canescens,3,
CME01,1,2020,fall,8/31/2020,N1A,B,2,46,Ambrosia psilostachya,1,
CME01,1,2020,spring,6/15/2020,N1A,B,2,55,Asclepias verticillata,1,
CME01,1,2020,fall,8/31/2020,N1A,B,2,58,Symphyotrichum ericoides,3,
CME01,1,2020,fall,8/31/2020,N1A,B,2,86,Brickellia eupatorioides,2,
CME01,1,2020,fall,8/31/2020,N1A,B,2,90,Lespedeza capitata,1,
CME01,1,2020,spring,6/15/2020,N1A,B,2,120,Ruellia humilis,1,
CME01,1,2020,fall,8/31/2020,N1A,B,2,127,Solidago altissima,16,
CME01,1,2020,fall,8/31/2020,N1A,B,2,140,Vernonia baldwinii,7,
CME01,1,2020,spring,6/15/2020,N1A,B,2,143,Lespedeza violacea,19,
CME01,1,2020,fall,8/31/2020,N1A,B,2,234,Rhus glabra,15,
CME01,1,2020,fall,8/31/2020,N1A,B,2,300,Euphorbia nutans,1,
CME01,1,2020,fall,8/31/2020,N1A,B,3,2,Andropogon gerardii,50,
CME01,1,2020,fall,8/31/2020,N1A,B,3,3,Schizachyrium scoparium,1,
CME01,1,2020,spring,6/15/2020,N1A,B,3,14,Dichanthelium oligosanthes,3,
CME01,1,2020,fall,8/31/2020,N1A,B,3,18,Sorghastrum nutans,14,
CME01,1,2020,spring,6/15/2020,N1A,B,3,33,Carex inops,1,
CME01,1,2020,spring,6/15/2020,N1A,B,3,34,Carex meadii,1,
CME01,1,2020,spring,6/15/2020,N1A,B,3,36,Cyperus lupulinus,1,
CME01,1,2020,fall,8/31/2020,N1A,B,3,46,Ambrosia psilostachya,18,
CME01,1,2020,fall,8/31/2020,N1A,B,3,90,Lespedeza capitata,3,
CME01,1,2020,spring,6/15/2020,N1A,B,3,106,Dalea candida,1,
CME01,1,2020,spring,6/15/2020,N1A,B,3,120,Ruellia humilis,1,
CME01,1,2020,fall,8/31/2020,N1A,B,3,127,Solidago altissima,8,
CME01,1,2020,fall,8/31/2020,N1A,B,3,140,Vernonia baldwinii,4,
CME01,1,2020,spring,6/15/2020,N1A,B,3,143,Lespedeza violacea,28,
CME01,1,2020,fall,8/31/2020,N1A,B,3,228,Mirabilis albida,1,
CME01,1,2020,fall,8/31/2020,N1A,B,4,2,Andropogon gerardii,90,
CME01,1,2020,fall,8/31/2020,N1A,B,4,3,Schizachyrium scoparium,2,
CME01,1,2020,spring,6/15/2020,N1A,B,4,14,Dichanthelium oligosanthes,1,
CME01,1,2020,fall,8/31/2020,N1A,B,4,18,Sorghastrum nutans,8,
CME01,1,2020,spring,6/15/2020,N1A,B,4,32,Carex gravida,2,
CME01,1,2020,spring,6/15/2020,N1A,B,4,33,Carex inops,3,
CME01,1,2020,spring,6/15/2020,N1A,B,4,34,Carex meadii,2,
CME01,1,2020,fall,8/31/2020,N1A,B,4,46,Ambrosia psilostachya,2,
CME01,1,2020,fall,8/31/2020,N1A,B,4,58,Symphyotrichum ericoides,8,
CME01,1,2020,fall,8/31/2020,N1A,B,4,86,Brickellia eupatorioides,7,
CME01,1,2020,fall,8/31/2020,N1A,B,4,90,Lespedeza capitata,3,
CME01,1,2020,spring,6/15/2020,N1A,B,4,111,Physalis pumila,4,
CME01,1,2020,spring,6/15/2020,N1A,B,4,120,Ruellia humilis,1,
CME01,1,2020,fall,8/31/2020,N1A,B,4,127,Solidago altissima,38,
CME01,1,2020,fall,8/31/2020,N1A,B,4,139,Verbena stricta,1,
CME01,1,2020,fall,8/31/2020,N1A,B,4,140,Vernonia baldwinii,5,
CME01,1,2020,spring,6/15/2020,N1A,B,4,143,Lespedeza violacea,3,
CME01,1,2020,fall,8/31/2020,N1A,B,5,2,Andropogon gerardii,80,
CME01,1,2020,fall,8/31/2020,N1A,B,5,3,Schizachyrium scoparium,2,
CME01,1,2020,spring,6/15/2020,N1A,B,5,14,Dichanthelium oligosanthes,2,
CME01,1,2020,fall,8/31/2020,N1A,B,5,18,Sorghastrum nutans,12,
CME01,1,2020,fall,8/31/2020,N1A,B,5,21,Sporobolus compositus,2,
CME01,1,2020,spring,6/15/2020,N1A,B,5,31,Carex brevior,1,
CME01,1,2020,spring,6/15/2020,N1A,B,5,34,Carex meadii,3,
CME01,1,2020,fall,8/31/2020,N1A,B,5,46,Ambrosia psilostachya,15,
CME01,1,2020,fall,8/31/2020,N1A,B,5,58,Symphyotrichum ericoides,8,
CME01,1,2020,fall,8/31/2020,N1A,B,5,90,Lespedeza capitata,2,
CME01,1,2020,fall,8/31/2020,N1A,B,5,127,Solidago altissima,18,
CME01,1,2020,fall,8/31/2020,N1A,B,5,140,Vernonia baldwinii,6,
CME01,1,2020,spring,6/15/2020,N1A,B,5,143,Lespedeza violacea,55,
CME01,1,2020,fall,8/31/2020,N1A,B,6,2,Andropogon gerardii,55,
CME01,1,2020,spring,6/15/2020,N1A,B,6,14,Dichanthelium oligosanthes,1,
CME01,1,2020,fall,8/31/2020,N1A,B,6,18,Sorghastrum nutans,12,
CME01,1,2020,spring,6/15/2020,N1A,B,6,34,Carex meadii,2,
CME01,1,2020,fall,8/31/2020,N1A,B,6,46,Ambrosia psilostachya,15,
CME01,1,2020,fall,8/31/2020,N1A,B,6,86,Brickellia eupatorioides,1,
CME01,1,2020,fall,8/31/2020,N1A,B,6,90,Lespedeza capitata,1,
CME01,1,2020,spring,6/15/2020,N1A,B,6,103,Oxalis violacea,1,
CME01,1,2020,spring,6/15/2020,N1A,B,6,111,Physalis pumila,2,
CME01,1,2020,spring,6/15/2020,N1A,B,6,126,Solanum carolinense,1,
CME01,1,2020,fall,8/31/2020,N1A,B,6,126,Solanum carolinense,1,
CME01,1,2020,fall,8/31/2020,N1A,B,6,127,Solidago altissima,14,
CME01,1,2020,fall,8/31/2020,N1A,B,6,140,Vernonia baldwinii,5,
CME01,1,2020,spring,6/15/2020,N1A,B,6,143,Lespedeza violacea,20,
CME01,1,2020,fall,8/31/2020,N1A,B,6,300,Euphorbia nutans,1,
CME01,1,2020,spring,6/15/2020,N1A,B,6,546,Desmodium perplexum,1,chomped. check id in summer
CME01,1,2020,fall,8/31/2020,N1A,C,1,2,Andropogon gerardii,80,
CME01,1,2020,fall,8/31/2020,N1A,C,1,3,Schizachyrium scoparium,4,
CME01,1,2020,fall,8/31/2020,N1A,C,1,4,Bouteloua curtipendula,1,
CME01,1,2020,fall,8/31/2020,N1A,C,1,18,Sorghastrum nutans,10,
CME01,1,2020,fall,8/31/2020,N1A,C,1,21,Sporobolus compositus,2,
CME01,1,2020,spring,6/15/2020,N1A,C,1,34,Carex meadii,3,
CME01,1,2020,fall,8/31/2020,N1A,C,1,46,Ambrosia psilostachya,4,
CME01,1,2020,fall,8/31/2020,N1A,C,1,86,Brickellia eupatorioides,3,
CME01,1,2020,spring,6/15/2020,N1A,C,1,120,Ruellia humilis,2,
CME01,1,2020,fall,8/31/2020,N1A,C,1,127,Solidago altissima,20,
CME01,1,2020,spring,6/15/2020,N1A,C,1,143,Lespedeza violacea,19,
CME01,1,2020,fall,8/31/2020,N1A,C,2,2,Andropogon gerardii,90,
CME01,1,2020,fall,8/31/2020,N1A,C,2,3,Schizachyrium scoparium,6,
CME01,1,2020,fall,8/31/2020,N1A,C,2,18,Sorghastrum nutans,3,
CME01,1,2020,spring,6/15/2020,N1A,C,2,34,Carex meadii,3,
CME01,1,2020,fall,8/31/2020,N1A,C,2,46,Ambrosia psilostachya,19,
CME01,1,2020,spring,6/15/2020,N1A,C,2,55,Asclepias verticillata,1,
CME01,1,2020,fall,8/31/2020,N1A,C,2,58,Symphyotrichum ericoides,3,
CME01,1,2020,fall,8/31/2020,N1A,C,2,86,Brickellia eupatorioides,3,
CME01,1,2020,fall,8/31/2020,N1A,C,2,90,Lespedeza capitata,1,
CME01,1,2020,spring,6/15/2020,N1A,C,2,99,Oenothera speciosa,1,
CME01,1,2020,spring,6/15/2020,N1A,C,2,112,Physalis virginiana,1,
CME01,1,2020,spring,6/15/2020,N1A,C,2,120,Ruellia humilis,2,
CME01,1,2020,fall,8/31/2020,N1A,C,2,127,Solidago altissima,16,
CME01,1,2020,spring,6/15/2020,N1A,C,2,143,Lespedeza violacea,32,
CME01,1,2020,fall,8/31/2020,N1A,C,3,2,Andropogon gerardii,45,
CME01,1,2020,fall,8/31/2020,N1A,C,3,3,Schizachyrium scoparium,5,
CME01,1,2020,fall,8/31/2020,N1A,C,3,4,Bouteloua curtipendula,1,
CME01,1,2020,spring,6/15/2020,N1A,C,3,14,Dichanthelium oligosanthes,2,
CME01,1,2020,fall,8/31/2020,N1A,C,3,18,Sorghastrum nutans,6,
CME01,1,2020,fall,8/31/2020,N1A,C,3,21,Sporobolus compositus,1,
CME01,1,2020,spring,6/15/2020,N1A,C,3,33,Carex inops,1,
CME01,1,2020,spring,6/15/2020,N1A,C,3,34,Carex meadii,4,
CME01,1,2020,fall,8/31/2020,N1A,C,3,40,Amorpha canescens,11,
CME01,1,2020,fall,8/31/2020,N1A,C,3,46,Ambrosia psilostachya,9,
CME01,1,2020,fall,8/31/2020,N1A,C,3,86,Brickellia eupatorioides,2,
CME01,1,2020,spring,6/15/2020,N1A,C,3,103,Oxalis violacea,1,
CME01,1,2020,spring,6/15/2020,N1A,C,3,112,Physalis virginiana,3,
CME01,1,2020,spring,6/15/2020,N1A,C,3,115,Polygala verticillata,1,
CME01,1,2020,spring,6/15/2020,N1A,C,3,120,Ruellia humilis,1,
CME01,1,2020,fall,8/31/2020,N1A,C,3,127,Solidago altissima,16,
CME01,1,2020,fall,8/31/2020,N1A,C,3,140,Vernonia baldwinii,5,
CME01,1,2020,spring,6/15/2020,N1A,C,3,143,Lespedeza violacea,40,
CME01,1,2020,fall,8/31/2020,N1A,C,3,234,Rhus glabra,22,
CME01,1,2020,fall,8/31/2020,N1A,C,4,2,Andropogon gerardii,80,
CME01,1,2020,fall,8/31/2020,N1A,C,4,3,Schizachyrium scoparium,1,
CME01,1,2020,fall,8/31/2020,N1A,C,4,4,Bouteloua curtipendula,1,
CME01,1,2020,spring,6/15/2020,N1A,C,4,14,Dichanthelium oligosanthes,2,
CME01,1,2020,fall,8/31/2020,N1A,C,4,18,Sorghastrum nutans,25,
CME01,1,2020,spring,6/15/2020,N1A,C,4,34,Carex meadii,2,
CME01,1,2020,spring,6/15/2020,N1A,C,4,36,Cyperus lupulinus,1,
CME01,1,2020,fall,8/31/2020,N1A,C,4,46,Ambrosia psilostachya,5,
CME01,1,2020,fall,8/31/2020,N1A,C,4,86,Brickellia eupatorioides,15,
CME01,1,2020,spring,6/15/2020,N1A,C,4,120,Ruellia humilis,4,
CME01,1,2020,fall,8/31/2020,N1A,C,4,127,Solidago altissima,12,
CME01,1,2020,fall,8/31/2020,N1A,C,4,140,Vernonia baldwinii,4,
CME01,1,2020,spring,6/15/2020,N1A,C,4,143,Lespedeza violacea,18,
CME01,1,2020,fall,8/31/2020,N1A,C,5,2,Andropogon gerardii,90,
CME01,1,2020,fall,8/31/2020,N1A,C,5,18,Sorghastrum nutans,8,
CME01,1,2020,spring,6/15/2020,N1A,C,5,34,Carex meadii,2,
CME01,1,2020,fall,8/31/2020,N1A,C,5,46,Ambrosia psilostachya,1,
CME01,1,2020,spring,6/15/2020,N1A,C,5,56,Asclepias viridis,5,
CME01,1,2020,fall,8/31/2020,N1A,C,5,58,Symphyotrichum ericoides,1,
CME01,1,2020,spring,6/15/2020,N1A,C,5,122,Mimosa quadrivalvis,6,
CME01,1,2020,fall,8/31/2020,N1A,C,5,127,Solidago altissima,25,
CME01,1,2020,fall,8/31/2020,N1A,C,5,140,Vernonia baldwinii,5,
CME01,1,2020,spring,6/15/2020,N1A,C,5,143,Lespedeza violacea,70,
CME01,1,2020,fall,8/31/2020,N1A,C,6,2,Andropogon gerardii,50,
CME01,1,2020,fall,8/31/2020,N1A,C,6,3,Schizachyrium scoparium,6,
CME01,1,2020,fall,8/31/2020,N1A,C,6,4,Bouteloua curtipendula,3,
CME01,1,2020,spring,6/15/2020,N1A,C,6,14,Dichanthelium oligosanthes,1,
CME01,1,2020,fall,8/31/2020,N1A,C,6,18,Sorghastrum nutans,2,
CME01,1,2020,spring,6/15/2020,N1A,C,6,34,Carex meadii,1,
CME01,1,2020,fall,8/31/2020,N1A,C,6,46,Ambrosia psilostachya,14,
CME01,1,2020,spring,6/15/2020,N1A,C,6,55,Asclepias verticillata,1,
CME01,1,2020,spring,6/15/2020,N1A,C,6,56,Asclepias viridis,3,
CME01,1,2020,fall,8/31/2020,N1A,C,6,58,Symphyotrichum ericoides,1,
CME01,1,2020,fall,8/31/2020,N1A,C,6,90,Lespedeza capitata,1,
CME01,1,2020,spring,6/15/2020,N1A,C,6,120,Ruellia humilis,2,
CME01,1,2020,fall,8/31/2020,N1A,C,6,127,Solidago altissima,18,
CME01,1,2020,fall,8/31/2020,N1A,C,6,140,Vernonia baldwinii,10,
CME01,1,2020,spring,6/15/2020,N1A,C,6,143,Lespedeza violacea,50,
CME01,1,2020,fall,8/31/2020,N1A,C,6,156,Acalypha virginica,2,
CME01,1,2020,spring,6/15/2020,N1A,C,6,185,Calystegia macounii,5,
CME01,1,2020,fall,8/31/2020,N1A,C,6,211,Ambrosia artemisiifolia,1,
CME01,1,2020,fall,8/31/2020,N1A,C,6,234,Rhus glabra,1,
CME01,1,2020,fall,8/31/2020,N1A,C,6,300,Euphorbia nutans,1,
CME01,1,2020,spring,6/15/2020,N1A,C,6,538,Physalis longifolia,1,
CME01,1,2020,fall,8/31/2020,N1A,D,1,2,Andropogon gerardii,75,
CME01,1,2020,fall,8/31/2020,N1A,D,1,3,Schizachyrium scoparium,3,
CME01,1,2020,fall,8/31/2020,N1A,D,1,4,Bouteloua curtipendula,2,
CME01,1,2020,fall,8/31/2020,N1A,D,1,15,Panicum virgatum,4,
CME01,1,2020,fall,8/31/2020,N1A,D,1,18,Sorghastrum nutans,12,
CME01,1,2020,fall,8/31/2020,N1A,D,1,21,Sporobolus compositus,1,
CME01,1,2020,spring,6/15/2020,N1A,D,1,33,Carex inops,1,
CME01,1,2020,spring,6/15/2020,N1A,D,1,34,Carex meadii,1,
CME01,1,2020,fall,8/31/2020,N1A,D,1,46,Ambrosia psilostachya,15,
CME01,1,2020,fall,8/31/2020,N1A,D,1,52,Artemisia ludoviciana,3,
CME01,1,2020,fall,8/31/2020,N1A,D,1,58,Symphyotrichum ericoides,2,
CME01,1,2020,fall,8/31/2020,N1A,D,1,90,Lespedeza capitata,2,
CME01,1,2020,spring,6/15/2020,N1A,D,1,107,Dalea multiflora,8,
CME01,1,2020,fall,8/31/2020,N1A,D,1,140,Vernonia baldwinii,4,
CME01,1,2020,spring,6/15/2020,N1A,D,1,143,Lespedeza violacea,7,
CME01,1,2020,fall,8/31/2020,N1A,D,1,223,Stenaria nigricans,1,
CME01,1,2020,fall,8/31/2020,N1A,D,1,234,Rhus glabra,9,
CME01,1,2020,fall,8/31/2020,N1A,D,2,2,Andropogon gerardii,90,
CME01,1,2020,fall,8/31/2020,N1A,D,2,3,Schizachyrium scoparium,3,
CME01,1,2020,fall,8/31/2020,N1A,D,2,4,Bouteloua curtipendula,1,
CME01,1,2020,spring,6/15/2020,N1A,D,2,14,Dichanthelium oligosanthes,1,
CME01,1,2020,fall,8/31/2020,N1A,D,2,18,Sorghastrum nutans,7,
CME01,1,2020,spring,6/15/2020,N1A,D,2,33,Carex inops,1,
CME01,1,2020,spring,6/15/2020,N1A,D,2,34,Carex meadii,2,
CME01,1,2020,fall,8/31/2020,N1A,D,2,46,Ambrosia psilostachya,2,
CME01,1,2020,fall,8/31/2020,N1A,D,2,52,Artemisia ludoviciana,6,
CME01,1,2020,fall,8/31/2020,N1A,D,2,58,Symphyotrichum ericoides,5,
CME01,1,2020,fall,8/31/2020,N1A,D,2,86,Brickellia eupatorioides,2,
CME01,1,2020,fall,8/31/2020,N1A,D,2,90,Lespedeza capitata,1,
CME01,1,2020,spring,6/15/2020,N1A,D,2,118,Ratibida columnifera,2,
CME01,1,2020,spring,6/15/2020,N1A,D,2,120,Ruellia humilis,1,
CME01,1,2020,fall,8/31/2020,N1A,D,2,127,Solidago altissima,2,
CME01,1,2020,fall,8/31/2020,N1A,D,2,140,Vernonia baldwinii,8,
CME01,1,2020,spring,6/15/2020,N1A,D,2,143,Lespedeza violacea,85,
CME01,1,2020,fall,8/31/2020,N1A,D,2,211,Ambrosia artemisiifolia,3,
CME01,1,2020,spring,6/15/2020,N1A,D,2,409,Erigeron philadelphicus,2,
CME01,1,2020,spring,6/15/2020,N1A,D,2,547,Viola missouriensis,1,
CME01,1,2020,fall,8/31/2020,N1A,D,3,2,Andropogon gerardii,15,
CME01,1,2020,fall,8/31/2020,N1A,D,3,3,Schizachyrium scoparium,25,
CME01,1,2020,fall,8/31/2020,N1A,D,3,4,Bouteloua curtipendula,3,
CME01,1,2020,spring,6/15/2020,N1A,D,3,14,Dichanthelium oligosanthes,1,
CME01,1,2020,fall,8/31/2020,N1A,D,3,18,Sorghastrum nutans,5,
CME01,1,2020,spring,6/15/2020,N1A,D,3,32,Carex gravida,1,
CME01,1,2020,spring,6/15/2020,N1A,D,3,34,Carex meadii,2,
