id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
73588416,2018/05/16 1:27 AM HST,2018-05-16,2018-05-16 11:27:00 UTC,Hawaii,976964,zirick,Zach Irick,2021-04-11 05:55:49 UTC,2022-10-06 02:14:20 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/73588416,https://inaturalist-open-data.s3.amazonaws.com/photos/120156807/medium.jpeg,,"",,1,0,false,,"Alabama, US",34.126378939,-85.6226640043,,,,,28874,obscured,,true,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
73641369,Thu Apr 08 2021 17:16:04 GMT-0400 (EDT),2021-04-08,2021-04-08 21:16:04 UTC,Eastern Time (US & Canada),536115,logster,Logan Anderson,2021-04-11 17:45:53 UTC,2021-04-11 17:51:15 UTC,research,,https://www.inaturalist.org/observations/73641369,https://static.inaturalist.org/photos/120251584/medium.jpg,,"","",1,0,false,3,"Wire Road 4, Mc Bee, SC, US",34.502555,-80.2625283333,6,,,,6,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
73673289,2021-04-10 1:03:14 PM CDT,2021-04-10,2021-04-10 17:03:14 UTC,Eastern Time (US & Canada),2827634,telliquah,Richard Harris,2021-04-11 21:50:10 UTC,2021-04-12 23:31:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/73673289,https://inaturalist-open-data.s3.amazonaws.com/photos/120304909/medium.jpeg,,"",,1,0,false,2,"Baker, FL 32531, USA",30.896829,-86.7024499722,,,,,,,open,false,gps,gps,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
73688298,2021/03/08 5:36 PM EST,2021-03-08,2021-03-08 22:36:00 UTC,Eastern Time (US & Canada),2535656,autrpy,Austin Pursley,2021-04-11 23:46:24 UTC,2021-04-12 23:31:14 UTC,research,CC0,https://www.inaturalist.org/observations/73688298,https://inaturalist-open-data.s3.amazonaws.com/photos/120322816/medium.jpg,,"",,1,0,false,,"Carteret County, NC, USA",34.7268388889,-76.9655583333,,,,,,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
73689302,Sun Apr 11 2021 17:22:49 GMT-0400 (EDT),2021-04-11,2021-04-11 21:22:49 UTC,Eastern Time (US & Canada),2646247,maxlovesplants,Max,2021-04-11 23:55:58 UTC,2022-05-13 02:54:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/73689302,https://inaturalist-open-data.s3.amazonaws.com/photos/120334280/medium.jpg,,"","",1,0,false,3,"Wake Forest, NC, US",35.9381966667,-78.5857783333,114,,,,114,,,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
73705500,2021/04/11 4:56 PM EDT,2021-04-11,2021-04-11 20:56:00 UTC,Eastern Time (US & Canada),777160,stevendaniel,Steven Daniel,2021-04-12 02:26:47 UTC,2021-04-12 02:59:22 UTC,research,,https://www.inaturalist.org/observations/73705500,https://static.inaturalist.org/photos/120358219/medium.jpg,,"",,1,0,false,,"Alachua, Florida, United States",29.661005555,-82.2720027783,4,,,,4,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
73731374,2021-04-11 2:34:43 PM EDT,2021-04-11,2021-04-11 18:34:43 UTC,Eastern Time (US & Canada),3447335,coolkat,Conor Moore,2021-04-12 11:01:19 UTC,2021-04-12 12:02:00 UTC,research,,https://www.inaturalist.org/observations/73731374,https://static.inaturalist.org/photos/120412027/medium.jpeg,,"",,1,0,false,2,"Bristol, FL 32321, USA",30.5619399722,-84.947624,,,,,,,open,false,gps,gps,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
73740733,Mon Apr 05 2021 18:43:20 GMT-0400 (EDT),2021-04-05,2021-04-05 22:43:20 UTC,Eastern Time (US & Canada),1741118,kristenorr,Kristen Orr,2021-04-12 13:59:21 UTC,2021-06-12 04:31:12 UTC,research,,https://www.inaturalist.org/observations/73740733,https://static.inaturalist.org/photos/120430877/medium.jpg,,"","",1,0,false,3,"E First St, Greenville, NC, US",35.616505,-77.3734133333,5,,,,5,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
73772502,Sun Apr 11 2021 10:37:39 GMT-0500 (CDT),2021-04-11,2021-04-11 15:37:39 UTC,Central Time (US & Canada),281127,barbara32,Barbara Morris,2021-04-12 19:45:59 UTC,2021-04-12 23:29:38 UTC,research,,https://www.inaturalist.org/observations/73772502,https://static.inaturalist.org/photos/120487491/medium.jpg,,"","",1,0,false,3,"Kisatchie National Forest, Pitkin, LA, US",30.9988809524,-92.9198231417,13527,,,,13527,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
73775956,2021/04/08 5:12 PM,2021-04-08,2021-04-08 17:12:00 UTC,UTC,2667199,tiffanylh,Tiffany Hough,2021-04-12 20:23:50 UTC,2021-06-13 04:22:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/73775956,https://inaturalist-open-data.s3.amazonaws.com/photos/120493721/medium.jpg,,"",,1,0,false,,"Chesterfield County, SC, USA",34.5033398106,-80.2255204237,207,,,,207,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
73787107,Sun Apr 11 2021 11:05:19 GMT-0500 (CDT),2021-04-11,2021-04-11 11:05:19 UTC,UTC,393953,pmpalmer,,2021-04-12 22:18:10 UTC,2021-04-12 23:28:15 UTC,research,,https://www.inaturalist.org/observations/73787107,https://static.inaturalist.org/photos/120514113/medium.jpg,,"","",1,0,false,3,"Pitkin, LA, US",31.025625,-92.8888866667,5,,,,5,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
73788383,2021/03/14 3:06 PM CDT,2021-03-14,2021-03-14 20:06:00 UTC,Central Time (US & Canada),3947807,brookebassett,,2021-04-12 22:28:34 UTC,2021-04-12 23:28:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/73788383,https://inaturalist-open-data.s3.amazonaws.com/photos/120507347/medium.jpg,,"",,1,0,false,,"Chewacla State Park Lake, Auburn, AL 36830, USA",32.546803,-85.4782821,1828,,,,1828,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
73840317,Tue Apr 13 2021 08:07:25 GMT-0400 (EDT),2021-04-13,2021-04-13 12:07:25 UTC,Eastern Time (US & Canada),162542,jspruill,Jack Spruill,2021-04-13 13:59:10 UTC,2021-04-16 01:48:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/73840317,https://inaturalist-open-data.s3.amazonaws.com/photos/120609762/medium.jpg,,"",In Holly Shelter. ,1,0,false,3,"Hampstead, NC, US",34.4153133333,-77.6667033333,10,,,,10,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
73862667,2021-04-13 2:17:12 PM EDT,2021-04-13,2021-04-13 18:17:12 UTC,Eastern Time (US & Canada),4073277,merkil,John A Kilmer,2021-04-13 18:17:54 UTC,2021-04-13 22:38:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/73862667,https://inaturalist-open-data.s3.amazonaws.com/photos/120648803/medium.jpeg,,"",,1,0,false,2,"Silver Springs, FL 34488, USA",29.19798915,-82.03505538,9,,,,9,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
73879431,Tue Apr 13 2021 07:33:46 GMT-0500 (CDT),2021-04-13,2021-04-13 11:33:46 UTC,Eastern Time (US & Canada),291618,jlayman,Jonathan Layman,2021-04-13 21:07:36 UTC,2023-01-10 22:41:17 UTC,research,CC-BY,https://www.inaturalist.org/observations/73879431,https://inaturalist-open-data.s3.amazonaws.com/photos/120677794/medium.jpg,,"","",1,0,false,3,"Grand Bay National Wildlife Refuge, Moss Point, MS, US",30.3996223207,-88.4240901202,306,,,,306,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
73880444,2021-03-03 20:32:31Z,2021-03-03,2021-03-03 20:32:31 UTC,Eastern Time (US & Canada),1895545,wake_nc,"",2021-04-13 21:16:37 UTC,2021-06-12 04:31:05 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/73880444,https://inaturalist-open-data.s3.amazonaws.com/photos/120679289/medium.jpeg,,"",ecoEXPLORE Username: conner@,1,0,false,349,"Johnston County, US-NC, US",35.370957,-78.306482,,,,,,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
73898889,2021/04/13 10:50 AM CDT,2021-04-13,2021-04-13 15:50:00 UTC,Central Time (US & Canada),484237,vcharny,Vitaly Charny,2021-04-14 00:29:10 UTC,2021-04-22 23:17:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/73898889,https://inaturalist-open-data.s3.amazonaws.com/photos/120708521/medium.jpg,,"",,1,0,false,,"Jefferson, Alabama, United States",33.5551222222,-86.6984472222,4,,,,4,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
73904873,Fri Apr 09 2021 15:38:55 GMT-0400 (EDT),2021-04-09,2021-04-09 19:38:55 UTC,Eastern Time (US & Canada),1950715,twd111701,,2021-04-14 01:49:25 UTC,2021-04-14 11:00:31 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/73904873,https://inaturalist-open-data.s3.amazonaws.com/photos/120722321/medium.jpg,,"","",1,0,false,3,"Carolina Beach State Park, Carolina Beach, NC, US",34.0467445,-77.9132533333,4,,,,4,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
73979180,2021-04-14 4:54:17 PM EDT,2021-04-14,2021-04-14 20:54:17 UTC,Eastern Time (US & Canada),4224768,demayr_bass,Demayr Bass,2021-04-14 20:54:52 UTC,2023-03-09 23:09:09 UTC,research,,https://www.inaturalist.org/observations/73979180,https://static.inaturalist.org/photos/120853643/medium.jpeg,,"",,2,0,false,2,"Jacksonville, FL 32258, USA",30.12558022,-81.54655262,6,,,,6,,,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
74000449,2021-04-13 11:32:23 AM EDT,2021-04-13,2021-04-13 15:32:23 UTC,Eastern Time (US & Canada),1550297,jon_johnson_wildforest,Jon Johnson,2021-04-15 00:43:01 UTC,2021-04-15 15:55:36 UTC,research,,https://www.inaturalist.org/observations/74000449,https://static.inaturalist.org/photos/120891315/medium.jpeg,,"",,1,0,false,2,"Callahan, FL 32011, USA",30.4695779722,-81.8721079722,,,,,,,open,false,gps,gps,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
74079904,2021-04-15 5:16:24 PM EDT,2021-04-15,2021-04-15 21:16:24 UTC,Eastern Time (US & Canada),3746280,thaddeus_kerr,Thaddeus Kerr,2021-04-15 21:16:58 UTC,2021-04-24 01:16:24 UTC,research,,https://www.inaturalist.org/observations/74079904,https://static.inaturalist.org/photos/121031757/medium.jpeg,,"",,2,0,false,2,"Lecanto, FL 34461, USA",28.71055505,-82.44334699,8,,,,8,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
74084679,Thu Apr 15 2021 17:12:50 GMT-0500 (CDT),2021-04-15,2021-04-15 17:12:50 UTC,UTC,3948494,lillykrampe,,2021-04-15 22:13:02 UTC,2022-06-19 03:22:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/74084679,https://inaturalist-open-data.s3.amazonaws.com/photos/121040303/medium.jpg,,"","",1,0,false,3,"Chadwick Ln, Auburn, AL, US",32.5869793872,-85.5438994875,4,,,,4,,,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
74086811,Thu Apr 15 2021 17:20:43 GMT-0500 (CDT),2021-04-15,2021-04-15 17:20:43 UTC,UTC,3947582,liamhussey,,2021-04-15 22:35:24 UTC,2021-08-06 20:12:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/74086811,https://inaturalist-open-data.s3.amazonaws.com/photos/121046150/medium.jpg,,"","",1,0,false,3,"N College St, Auburn, AL, US",32.6642896476,-85.4825906249,694,,,,694,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
74143459,Sun Apr 04 2021 12:58:04 GMT-0500 (CDT),2021-04-04,2021-04-04 12:58:04 UTC,UTC,3306429,dylanbartlett,Dylan Bartlett,2021-04-16 15:06:05 UTC,2021-06-13 03:59:08 UTC,research,,https://www.inaturalist.org/observations/74143459,https://static.inaturalist.org/photos/121143662/medium.jpg,,"","Beautiful long leaf pines, ton of saplings in this area",1,0,false,3,"De Soto National Forest, Saucier, MS, US",30.6667283333,-89.1282111667,44,,,,44,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
74161079,Fri Apr 16 2021 14:27:30 GMT-0400 (EDT),2021-04-16,2021-04-16 18:27:30 UTC,Eastern Time (US & Canada),13149,steph_jeffries,Steph J.,2021-04-16 18:29:16 UTC,2021-04-17 11:22:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/74161079,https://static.inaturalist.org/photos/121173942/medium.jpg,,"",Tar kiln,1,0,false,3,"Croatan National Forest, Swansboro, NC, US",34.7439383333,-76.929345,10,,,,10,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
74161316,Fri Apr 16 2021 14:31:45 GMT-0400 (EDT),2021-04-16,2021-04-16 18:31:45 UTC,Eastern Time (US & Canada),4154500,kwif,,2021-04-16 18:31:54 UTC,2021-04-18 23:39:09 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/74161316,https://inaturalist-open-data.s3.amazonaws.com/photos/121174373/medium.jpg,,"","",2,0,false,3,"Erna Nixon Park, West Melbourne, FL, US",28.0907861311,-80.655553074,165,,,,165,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
74162639,2021-04-16 8:49:15 AM CDT,2021-04-16,2021-04-16 13:49:15 UTC,Central Time (US & Canada),19411,bearly33,Brian-Sean Early,2021-04-16 18:45:23 UTC,2021-04-18 09:18:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/74162639,https://inaturalist-open-data.s3.amazonaws.com/photos/121176643/medium.jpeg,,"",,1,0,false,2,"Shelby County, US-AL, US",33.35574511,-86.70265887,9,,,,9,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
74193019,Fri Apr 16 2021 19:23:53 GMT-0500 (CDT),2021-04-16,2021-04-16 19:23:53 UTC,UTC,3942955,masseycg1,,2021-04-17 00:24:02 UTC,2021-04-18 05:10:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/74193019,https://inaturalist-open-data.s3.amazonaws.com/photos/121229447/medium.jpg,,"","",1,0,false,3,"Stephen F. Austin State University, Nacogdoches, TX, US",31.6281815112,-94.6469525574,65,,,,65,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
74193790,Fri Apr 16 2021 19:26:21 GMT-0500 (CDT),2021-04-16,2021-04-16 19:26:21 UTC,UTC,3983066,funkybugz,,2021-04-17 00:31:47 UTC,2021-04-17 19:36:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/74193790,https://inaturalist-open-data.s3.amazonaws.com/photos/121230540/medium.jpg,,"","",1,0,false,3,"Stephen F. Austin State University, Nacogdoches, TX, US",31.6285633333,-94.6461716667,26,,,,26,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
74281103,Sat Apr 17 2021 16:02:26 GMT-0400 (EDT),2021-04-17,2021-04-17 20:02:26 UTC,Eastern Time (US & Canada),3670307,keljb26,,2021-04-17 20:03:36 UTC,2022-07-12 20:39:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/74281103,https://inaturalist-open-data.s3.amazonaws.com/photos/121382096/medium.jpg,,"","",1,0,false,3,"NW Ebenezer Church Rd, Madison, FL, US",30.5559025436,-83.5306620589,4,,,,4,,,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
74287222,2021-04-17 4:44:27 PM EDT,2021-04-17,2021-04-17 20:44:27 UTC,Eastern Time (US & Canada),925155,kristerlmartinez,Krister Martinez,2021-04-17 20:46:06 UTC,2022-01-26 07:24:09 UTC,research,,https://www.inaturalist.org/observations/74287222,https://static.inaturalist.org/photos/121392003/medium.jpeg,,"",,2,0,false,2,"Avon Park, FL 33825, USA",27.53108475,-81.4105294,4,,,,4,,,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
74298805,Sat Apr 17 2021 18:12:26 GMT-0400 (EDT),2021-04-17,2021-04-17 22:12:26 UTC,Eastern Time (US & Canada),3999174,hdegranda104,,2021-04-17 22:13:12 UTC,2022-05-01 21:35:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/74298805,https://inaturalist-open-data.s3.amazonaws.com/photos/121412727/medium.jpg,,"","",1,0,false,3,"Clemson University, Clemson, SC, US",34.6702584914,-82.8254913734,9,,,,9,,,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
74324534,2021/04/01 3:57 PM EDT,2021-04-01,2021-04-01 19:57:00 UTC,Eastern Time (US & Canada),777160,stevendaniel,Steven Daniel,2021-04-18 02:06:26 UTC,2021-04-18 02:53:54 UTC,research,,https://www.inaturalist.org/observations/74324534,https://static.inaturalist.org/photos/121457722/medium.jpg,,"",,1,0,false,,"Florida, US",27.4146075276,-81.5764239327,4,,,,29727,obscured,open,true,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
74329751,Sat Apr 17 2021 11:34:49 GMT-0500 (CDT),2021-04-17,2021-04-17 11:34:49 UTC,UTC,932013,dkpendergrass,,2021-04-18 03:01:32 UTC,2021-08-05 03:08:50 UTC,research,,https://www.inaturalist.org/observations/74329751,https://static.inaturalist.org/photos/121468427/medium.jpg,,"","",1,0,false,3,"Eufaula, AL, US",32.0271356153,-85.0707338127,4297,,,,4297,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
74371228,Sun Apr 18 2021 09:14:17 GMT-0400 (EDT),2021-04-18,2021-04-18 13:14:17 UTC,Eastern Time (US & Canada),1081038,miaerick,,2021-04-18 14:20:48 UTC,2023-03-09 23:09:49 UTC,research,,https://www.inaturalist.org/observations/74371228,https://static.inaturalist.org/photos/121542306/medium.jpg,,"","",2,0,false,3,"Lizards Tail Rd, Tampa, FL, US",28.1376971667,-82.3873366667,41,,,,41,,,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
74400542,Sun Apr 18 2021 13:25:13 GMT-0400 (EDT),2021-04-18,2021-04-18 17:25:13 UTC,Eastern Time (US & Canada),4087658,taylor_phthisic,Taylor Phthisic,2021-04-18 17:50:07 UTC,2021-06-12 04:30:58 UTC,research,,https://www.inaturalist.org/observations/74400542,https://static.inaturalist.org/photos/121591660/medium.jpg,,"","",1,0,false,3,"Halyburton Park, Wilmington, NC, US",34.1765306674,-77.9052894691,8,,,,8,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
74438313,Sun Apr 18 2021 14:11:43 GMT-0500 (CDT),2021-04-18,2021-04-18 14:11:43 UTC,UTC,3977871,jordan_freeman,Jordan Freeman,2021-04-18 21:43:44 UTC,2021-08-05 03:00:49 UTC,research,,https://www.inaturalist.org/observations/74438313,https://static.inaturalist.org/photos/121656339/medium.jpg,,"","",1,0,false,3,"CR-12, Clayton, AL, US",31.7178633333,-85.3754283333,124,,,,124,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
74458018,2021-04-18 1:01:15 PM CDT,2021-04-18,2021-04-18 13:01:15 UTC,UTC,2143756,mary833,Mary Katherine Junkin,2021-04-18 23:55:39 UTC,2022-07-12 20:39:41 UTC,research,,https://www.inaturalist.org/observations/74458018,https://static.inaturalist.org/photos/121690253/medium.jpeg,,"",,1,0,false,2,"Bay Minette, AL 36507, USA",31.022196,-87.6841629722,,,,,,,,false,gps,gps,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
74462365,Sun Apr 18 2021 16:28:31 GMT-0500 (CDT),2021-04-18,2021-04-18 21:28:31 UTC,Central Time (US & Canada),115361,bgsmith,Brooke Smith,2021-04-19 00:30:23 UTC,2021-04-19 20:47:38 UTC,research,CC-BY,https://www.inaturalist.org/observations/74462365,https://inaturalist-open-data.s3.amazonaws.com/photos/121697919/medium.jpg,,"","",1,0,false,3,"Angelina National Forest, Jasper, TX, US",31.0502445,-94.2711333333,5,,,,5,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
74466668,2021/04/18 2:08 PM EDT,2021-04-18,2021-04-18 18:08:00 UTC,Eastern Time (US & Canada),2535656,autrpy,Austin Pursley,2021-04-19 01:09:00 UTC,2021-09-10 02:23:01 UTC,research,CC0,https://www.inaturalist.org/observations/74466668,https://inaturalist-open-data.s3.amazonaws.com/photos/121705842/medium.jpeg,,"",,1,0,false,,"Carteret County, NC, USA",34.7318916667,-76.96116,,,,,,,,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
74471371,2021/04/18 1:23 PM CDT,2021-04-18,2021-04-18 18:23:00 UTC,Central Time (US & Canada),484237,vcharny,Vitaly Charny,2021-04-19 01:46:30 UTC,2022-06-19 03:22:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/74471371,https://inaturalist-open-data.s3.amazonaws.com/photos/121714942/medium.jpg,,"",,1,0,false,,"Hoover, AL, USA",33.3862111111,-86.7899694444,3,,,,3,,,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
74545555,2021/04/18 10:19 AM EDT,2021-04-18,2021-04-18 14:19:00 UTC,Eastern Time (US & Canada),1409076,lenrely,Robert Russo,2021-04-19 19:00:00 UTC,2021-04-22 01:12:09 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/74545555,https://inaturalist-open-data.s3.amazonaws.com/photos/121842947/medium.jpeg,,"","",1,0,false,,"Lake Waccamaw, NC 28450, USA",34.2617300037,-78.4741986211,122,,,,122,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
74553253,2021/04/18 4:02 PM EDT,2021-04-18,2021-04-18 20:02:00 UTC,Eastern Time (US & Canada),516525,denisewill,Denise Williams,2021-04-19 20:07:43 UTC,2021-04-29 04:02:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/74553253,https://inaturalist-open-data.s3.amazonaws.com/photos/121858582/medium.jpeg,,"","",1,0,false,,"Columbus County, NC, USA",34.2582625795,-78.4834665191,8,,,,8,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
74567284,Sun Apr 18 2021 15:23:26 GMT-0500 (CDT),2021-04-18,2021-04-18 19:23:26 UTC,Eastern Time (US & Canada),439575,eamonccorbett,"",2021-04-19 22:09:33 UTC,2021-05-19 19:05:46 UTC,research,CC-BY,https://www.inaturalist.org/observations/74567284,https://inaturalist-open-data.s3.amazonaws.com/photos/121883986/medium.jpg,,"","",1,0,false,3,"Abita Springs, LA, US",30.5090366667,-89.9642716667,43,,,,43,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
74633470,Tue Apr 20 2021 04:26:54 GMT-0500 (CDT),2021-04-20,2021-04-20 04:26:54 UTC,UTC,3306429,dylanbartlett,Dylan Bartlett,2021-04-20 14:41:09 UTC,2021-06-13 03:59:52 UTC,research,,https://www.inaturalist.org/observations/74633470,https://static.inaturalist.org/photos/122031143/medium.jpg,,"","",1,0,false,3,"Mississippi, US",30.4343006743,-88.8509432182,2879,,,,29356,obscured,open,true,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
74640392,2021-04-17 12:47:19 PM EDT,2021-04-17,2021-04-17 16:47:19 UTC,Eastern Time (US & Canada),4006284,anna_s1,Anna S,2021-04-20 15:48:41 UTC,2022-06-19 03:22:19 UTC,research,,https://www.inaturalist.org/observations/74640392,https://static.inaturalist.org/photos/122015685/medium.jpeg,,"",Seen on yearling trail,1,0,false,2,Yearling Trail,29.2449225654,-81.6482777148,200,,,,200,,,false,gps,gps,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
74653519,Fri Apr 16 2021 16:30:56 GMT-0400 (EDT),2021-04-16,2021-04-16 20:30:56 UTC,Eastern Time (US & Canada),2595588,elijahbradshaw,Elijah Bradshaw,2021-04-20 17:51:03 UTC,2021-06-12 04:30:36 UTC,research,,https://www.inaturalist.org/observations/74653519,https://static.inaturalist.org/photos/122263687/medium.jpg,,"","",1,0,false,3,"Carolina Beach State Park, Carolina Beach, NC, US",34.04555,-77.9163966667,5,,,,5,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
74684748,Tue Apr 20 2021 16:15:49 GMT-0500 (CDT),2021-04-20,2021-04-20 21:15:49 UTC,Central Time (US & Canada),11383,robjamax,Robby Maxwell,2021-04-20 23:10:24 UTC,2021-04-21 04:34:20 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/74684748,https://inaturalist-open-data.s3.amazonaws.com/photos/122092408/medium.jpg,,"","",1,0,false,3,"Lake Charles, LA, US",30.302095,-93.2479166667,2000,,,,2000,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
74706620,Wed Feb 17 2021 09:42:10 GMT-0500 (EST),2021-02-17,2021-02-17 14:42:10 UTC,Eastern Time (US & Canada),323720,thebirdingranger,Rachel Kennerly,2021-04-21 03:46:40 UTC,2021-09-15 15:08:47 UTC,research,,https://www.inaturalist.org/observations/74706620,https://static.inaturalist.org/photos/122132081/medium.jpg,,"","",1,0,false,3,"Bush River Rd, Columbia, SC, US",34.0494649836,-81.1829261143,194,,,,194,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
74708765,Tue Apr 20 2021 16:33:01 GMT-0500 (CDT),2021-04-20,2021-04-20 21:33:01 UTC,Central Time (US & Canada),3947539,arianazamani,,2021-04-21 04:23:49 UTC,2021-08-05 02:55:51 UTC,research,,https://www.inaturalist.org/observations/74708765,https://static.inaturalist.org/photos/122136158/medium.jpg,,"","",1,0,false,3,"Lem Morrison Dr, Auburn, AL, US",32.594075,-85.4842216667,18,,,,18,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
74749513,2021/04/10 11:06 AM EDT,2021-04-10,2021-04-10 15:06:00 UTC,Eastern Time (US & Canada),2703548,navydad4,steve pattee,2021-04-21 17:01:56 UTC,2021-05-08 00:52:20 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/74749513,https://inaturalist-open-data.s3.amazonaws.com/photos/122206495/medium.jpeg,,"","Within a Longleaf Pine savanna, they are 1 year(bottlebrush) and 2 year s of growth.  ",1,0,false,,"Croatan NF - Millis Savanna FSR 154, Cape Carteret, Carteret Co., NC, USA",34.751037354,-76.9658682186,122,,,,122,,open,false,,,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
74769925,2021-04-21 11:03:02 AM CDT,2021-04-21,2021-04-21 11:03:02 UTC,UTC,1290922,penguino,Joel,2021-04-21 20:47:57 UTC,2021-08-03 20:11:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/74769925,https://inaturalist-open-data.s3.amazonaws.com/photos/122244644/medium.jpeg,,"",,1,0,false,2,"Ponce De Leon, FL 32455, USA",30.7045722222,-85.927575,,,,,,,open,false,gps,gps,longleaf pine,Pinus palustris,longleaf pine,Plantae,81901
