Date,Hour,Minute,Air temperature ,
05/28/2003 22:00:00,22,0,27.5,
05/28/2003 22:15:00,22,15,26.8,
05/28/2003 22:30:00,22,30,25.8,
05/28/2003 22:45:00,22,45,25.1,
05/28/2003 23:00:00,23,0,24.4,
05/28/2003 23:15:00,23,15,23.6,
05/28/2003 23:30:00,23,30,22.5,
05/28/2003 23:45:00,23,45,21.5,
05/29/2003 00:00:00,0,0,20.6,
05/29/2003 00:15:00,0,15,19.9,
05/29/2003 00:30:00,0,30,19.3,
05/29/2003 00:45:00,0,45,18.9,
05/29/2003 01:00:00,1,0,18.8,
05/29/2003 01:15:00,1,15,18.5,
05/29/2003 01:30:00,1,30,18,
05/29/2003 01:45:00,1,45,17.7,
05/29/2003 02:00:00,2,0,17.4,
05/29/2003 02:15:00,2,15,17.4,
05/29/2003 02:30:00,2,30,18.5,
05/29/2003 02:45:00,2,45,18.9,
05/29/2003 03:00:00,3,0,18.7,
05/29/2003 03:15:00,3,15,18.4,
05/29/2003 03:30:00,3,30,18.1,
05/29/2003 03:45:00,3,45,17.6,
05/29/2003 04:00:00,4,0,16,
05/29/2003 04:15:00,4,15,15.4,
05/29/2003 04:30:00,4,30,15.6,
05/29/2003 04:45:00,4,45,16.3,
05/29/2003 05:00:00,5,0,16.9,
05/29/2003 05:15:00,5,15,17.2,
05/29/2003 05:30:00,5,30,17.7,
05/29/2003 05:45:00,5,45,19.9,
05/29/2003 06:00:00,6,0,21.8,
05/29/2003 06:15:00,6,15,22.4,
05/29/2003 06:30:00,6,30,23,
05/29/2003 06:45:00,6,45,22.4,
05/29/2003 07:00:00,7,0,22.5,
05/29/2003 07:15:00,7,15,22.6,
05/29/2003 07:30:00,7,30,22.7,
05/29/2003 07:45:00,7,45,23.1,
05/29/2003 08:00:00,8,0,24.2,
05/29/2003 08:15:00,8,15,24.7,
05/29/2003 08:30:00,8,30,24.9,
05/29/2003 08:45:00,8,45,25.3,
05/29/2003 09:00:00,9,0,26,
05/29/2003 09:15:00,9,15,27.1,
05/29/2003 09:30:00,9,30,28,
05/29/2003 09:45:00,9,45,28.7,
05/29/2003 10:00:00,10,0,30.5,
05/29/2003 10:15:00,10,15,31.8,
05/29/2003 10:30:00,10,30,32.4,
05/29/2003 10:45:00,10,45,31.5,
05/29/2003 11:00:00,11,0,31.7,
05/29/2003 11:15:00,11,15,33.3,
05/29/2003 11:30:00,11,30,34.6,
05/29/2003 11:45:00,11,45,34.6,
05/29/2003 12:00:00,12,0,35.3,
05/29/2003 12:15:00,12,15,37,
05/29/2003 12:30:00,12,30,37.4,
05/29/2003 12:45:00,12,45,36,
05/29/2003 13:00:00,13,0,35.8,
05/29/2003 13:15:00,13,15,37.7,
05/29/2003 13:30:00,13,30,37.2,
05/29/2003 13:45:00,13,45,37.6,
05/29/2003 14:00:00,14,0,38.6,
05/29/2003 14:15:00,14,15,38.8,
05/29/2003 14:30:00,14,30,40.2,
05/29/2003 14:45:00,14,45,41.5,
05/29/2003 15:00:00,15,0,40.2,
05/29/2003 15:15:00,15,15,38.8,
05/29/2003 15:30:00,15,30,38.9,
05/29/2003 15:45:00,15,45,39.3,
05/29/2003 16:00:00,16,0,41.2,
05/29/2003 16:15:00,16,15,39.6,
05/29/2003 16:30:00,16,30,40.7,
05/29/2003 16:45:00,16,45,40.5,
05/29/2003 17:00:00,17,0,40.8,
05/29/2003 17:15:00,17,15,38.9,
05/29/2003 17:30:00,17,30,34.3,
05/29/2003 17:45:00,17,45,31.1,
05/29/2003 18:00:00,18,0,30.3,
05/29/2003 18:15:00,18,15,29.7,
05/29/2003 18:30:00,18,30,30.4,
05/29/2003 18:45:00,18,45,30.5,
05/29/2003 19:00:00,19,0,31,
05/29/2003 19:15:00,19,15,30.5,
05/29/2003 19:30:00,19,30,30.5,
05/29/2003 19:45:00,19,45,29.5,
05/29/2003 20:00:00,20,0,28.5,
05/29/2003 20:15:00,20,15,28.3,
05/29/2003 20:30:00,20,30,28.4,
05/29/2003 20:45:00,20,45,28.4,
05/29/2003 21:00:00,21,0,28.4,
05/29/2003 21:15:00,21,15,28.2,
05/29/2003 21:30:00,21,30,27.5,
05/29/2003 21:45:00,21,45,26.8,
05/29/2003 22:00:00,22,0,26.5,
05/29/2003 22:15:00,22,15,26.1,
05/29/2003 22:30:00,22,30,26.6,
05/29/2003 22:45:00,22,45,27,
05/29/2003 23:00:00,23,0,26.4,
05/29/2003 23:15:00,23,15,25.7,
05/29/2003 23:30:00,23,30,25.2,
05/29/2003 23:45:00,23,45,24.7,
05/30/2003 00:00:00,0,0,25.2,
05/30/2003 00:15:00,0,15,25.3,
05/30/2003 00:30:00,0,30,25.3,
05/30/2003 00:45:00,0,45,24.3,
05/30/2003 01:00:00,1,0,22.9,
05/30/2003 01:15:00,1,15,22.6,
05/30/2003 01:30:00,1,30,21.9,
05/30/2003 01:45:00,1,45,20.6,
05/30/2003 02:00:00,2,0,19.7,
05/30/2003 02:15:00,2,15,18.8,
05/30/2003 02:30:00,2,30,18.4,
05/30/2003 02:45:00,2,45,18.4,
05/30/2003 03:00:00,3,0,18.3,
05/30/2003 03:15:00,3,15,18.2,
05/30/2003 03:30:00,3,30,18.3,
05/30/2003 03:45:00,3,45,18.4,
05/30/2003 04:00:00,4,0,18.4,
05/30/2003 04:15:00,4,15,18.2,
05/30/2003 04:30:00,4,30,18.1,
05/30/2003 04:45:00,4,45,18.1,
05/30/2003 05:00:00,5,0,18.5,
05/30/2003 05:15:00,5,15,19,
05/30/2003 05:30:00,5,30,20.3,
05/30/2003 05:45:00,5,45,21.7,
05/30/2003 06:00:00,6,0,22.2,
05/30/2003 06:15:00,6,15,22.5,
05/30/2003 06:30:00,6,30,23.1,
05/30/2003 06:45:00,6,45,23.3,
05/30/2003 07:00:00,7,0,23.4,
05/30/2003 07:15:00,7,15,23.5,
05/30/2003 07:30:00,7,30,22.9,
05/30/2003 07:45:00,7,45,22.2,
05/30/2003 08:00:00,8,0,22.3,
05/30/2003 08:15:00,8,15,21.9,
05/30/2003 08:30:00,8,30,22.4,
05/30/2003 08:45:00,8,45,22.2,
05/30/2003 09:00:00,9,0,22.1,
05/30/2003 09:15:00,9,15,22,
05/30/2003 09:30:00,9,30,22,
05/30/2003 09:45:00,9,45,22,
05/30/2003 10:00:00,10,0,22,
05/30/2003 10:15:00,10,15,22,
05/30/2003 10:30:00,10,30,22.1,
05/30/2003 10:45:00,10,45,22.1,
05/30/2003 11:00:00,11,0,22.9,
05/30/2003 11:15:00,11,15,24.4,
05/30/2003 11:30:00,11,30,25,
05/30/2003 11:45:00,11,45,25.4,
05/30/2003 12:00:00,12,0,25.5,
05/30/2003 12:15:00,12,15,25.8,
05/30/2003 12:30:00,12,30,26.3,
05/30/2003 12:45:00,12,45,26.7,
05/30/2003 13:00:00,13,0,27,
05/30/2003 13:15:00,13,15,27.5,
05/30/2003 13:30:00,13,30,28.7,
05/30/2003 13:45:00,13,45,30.8,
05/30/2003 14:00:00,14,0,30.3,
05/30/2003 14:15:00,14,15,29.2,
05/30/2003 14:30:00,14,30,28.2,
05/30/2003 14:45:00,14,45,27.9,
05/30/2003 15:00:00,15,0,25.7,
05/30/2003 15:15:00,15,15,24.4,
05/30/2003 15:30:00,15,30,23.7,
05/30/2003 15:45:00,15,45,23.5,
05/30/2003 16:00:00,16,0,23.7,
05/30/2003 16:15:00,16,15,24.1,
05/30/2003 16:30:00,16,30,24.5,
05/30/2003 16:45:00,16,45,24.4,
05/30/2003 17:00:00,17,0,24.2,
05/30/2003 17:15:00,17,15,23.4,
05/30/2003 17:30:00,17,30,23,
05/30/2003 17:45:00,17,45,22.8,
05/30/2003 18:00:00,18,0,23,
05/30/2003 18:15:00,18,15,22.8,
05/30/2003 18:30:00,18,30,22.8,
05/30/2003 18:45:00,18,45,24.3,
05/30/2003 19:00:00,19,0,24.9,
05/30/2003 19:15:00,19,15,25.2,
05/30/2003 19:30:00,19,30,25.6,
05/30/2003 19:45:00,19,45,26.1,
05/30/2003 20:00:00,20,0,27,
05/30/2003 20:15:00,20,15,27.8,
05/30/2003 20:30:00,20,30,27.6,
05/30/2003 20:45:00,20,45,27.2,
05/30/2003 21:00:00,21,0,26.9,
05/30/2003 21:15:00,21,15,26.3,
05/30/2003 21:30:00,21,30,24.1,
05/30/2003 21:45:00,21,45,23.1,
05/30/2003 22:00:00,22,0,22.6,
05/30/2003 22:15:00,22,15,22,
05/30/2003 22:30:00,22,30,21.1,
05/30/2003 22:45:00,22,45,20.5,
05/30/2003 23:00:00,23,0,20,
05/30/2003 23:15:00,23,15,19.7,
05/30/2003 23:30:00,23,30,19.4,
05/30/2003 23:45:00,23,45,18.9,
05/31/2003 00:00:00,0,0,18.2,
06/01/2003 00:15:00,0,15,18.3,
06/01/2003 00:30:00,0,30,17.4,
06/01/2003 00:45:00,0,45,16.6,
06/01/2003 01:00:00,1,0,16.1,
06/01/2003 01:15:00,1,15,15.7,
06/01/2003 01:30:00,1,30,15.4,
06/01/2003 01:45:00,1,45,15.2,
06/01/2003 02:00:00,2,0,15,
06/01/2003 02:15:00,2,15,14.7,
06/01/2003 02:30:00,2,30,14.5,
06/01/2003 02:45:00,2,45,14.7,
06/01/2003 03:00:00,3,0,14.7,
06/01/2003 03:15:00,3,15,14.7,
06/01/2003 03:30:00,3,30,15.8,
06/01/2003 03:45:00,3,45,16.6,
06/01/2003 04:00:00,4,0,17,
06/01/2003 04:15:00,4,15,17.1,
06/01/2003 04:30:00,4,30,17.4,
06/01/2003 04:45:00,4,45,17.2,
06/01/2003 05:00:00,5,0,16.5,
06/01/2003 05:15:00,5,15,16.8,
06/01/2003 05:30:00,5,30,18.6,
06/01/2003 05:45:00,5,45,19.8,
06/01/2003 06:00:00,6,0,21.9,
06/01/2003 06:15:00,6,15,23.1,
06/01/2003 06:30:00,6,30,22.5,
06/01/2003 06:45:00,6,45,22.7,
06/01/2003 07:00:00,7,0,22.5,
06/01/2003 07:15:00,7,15,22.7,
06/01/2003 07:30:00,7,30,22.4,
06/01/2003 07:45:00,7,45,22.5,
06/01/2003 08:00:00,8,0,22.6,
06/01/2003 08:15:00,8,15,23.6,
06/01/2003 08:30:00,8,30,24.5,
06/01/2003 08:45:00,8,45,25.2,
06/01/2003 09:00:00,9,0,25.9,
06/01/2003 09:15:00,9,15,26.9,
06/01/2003 09:30:00,9,30,27.5,
06/01/2003 09:45:00,9,45,27.9,
06/01/2003 10:00:00,10,0,29.4,
06/01/2003 10:15:00,10,15,31.1,
06/01/2003 10:30:00,10,30,32.1,
06/01/2003 10:45:00,10,45,32.7,
06/01/2003 11:00:00,11,0,33,
06/01/2003 11:15:00,11,15,34.3,
06/01/2003 11:30:00,11,30,35.2,
06/01/2003 11:45:00,11,45,35.1,
06/01/2003 12:00:00,12,0,35.2,
06/01/2003 12:15:00,12,15,36.2,
06/01/2003 12:30:00,12,30,37,
06/01/2003 12:45:00,12,45,37.5,
06/01/2003 13:00:00,13,0,38.2,
06/01/2003 13:15:00,13,15,38.5,
06/01/2003 13:30:00,13,30,38.7,
06/01/2003 13:45:00,13,45,38.4,
06/01/2003 14:00:00,14,0,38.6,
06/01/2003 14:15:00,14,15,37,
06/01/2003 14:30:00,14,30,36.6,
06/01/2003 14:45:00,14,45,36.5,
06/01/2003 15:00:00,15,0,38.6,
06/01/2003 15:15:00,15,15,39.9,
06/01/2003 15:30:00,15,30,40.6,
06/01/2003 15:45:00,15,45,40.6,
06/01/2003 16:00:00,16,0,39,
06/01/2003 16:15:00,16,15,36.3,
06/01/2003 16:30:00,16,30,34.6,
06/01/2003 16:45:00,16,45,35.1,
06/01/2003 17:00:00,17,0,35.4,
06/01/2003 17:15:00,17,15,34.6,
06/01/2003 17:30:00,17,30,34.7,
06/01/2003 17:45:00,17,45,34.4,
06/01/2003 18:00:00,18,0,34.7,
06/01/2003 18:15:00,18,15,35.1,
06/01/2003 18:30:00,18,30,35.1,
06/01/2003 18:45:00,18,45,34.4,
06/01/2003 19:00:00,19,0,34.5,
06/01/2003 19:15:00,19,15,33.3,
06/01/2003 19:30:00,19,30,32.8,
06/01/2003 19:45:00,19,45,33.5,
06/01/2003 20:00:00,20,0,34.3,
06/01/2003 20:15:00,20,15,34.7,
06/01/2003 20:30:00,20,30,32.5,
06/01/2003 20:45:00,20,45,32.3,
06/01/2003 21:00:00,21,0,31.9,
06/01/2003 21:15:00,21,15,30.8,
06/01/2003 21:30:00,21,30,28.6,
06/01/2003 21:45:00,21,45,27.6,
06/01/2003 22:00:00,22,0,27.1,
06/01/2003 22:15:00,22,15,26.7,
06/01/2003 22:30:00,22,30,26.2,
06/01/2003 22:45:00,22,45,25.7,
06/01/2003 23:00:00,23,0,25,
06/01/2003 23:15:00,23,15,24.1,
06/01/2003 23:30:00,23,30,23.1,
06/01/2003 23:45:00,23,45,22,
06/02/2003 00:00:00,0,0,21.1,
06/02/2003 00:15:00,0,15,20.2,
06/02/2003 00:30:00,0,30,19.8,
06/02/2003 00:45:00,0,45,19.1,
06/02/2003 01:00:00,1,0,18.4,
06/02/2003 01:15:00,1,15,17.9,
06/02/2003 01:30:00,1,30,17.8,
06/02/2003 01:45:00,1,45,17.4,
06/02/2003 02:00:00,2,0,17.8,
06/02/2003 02:15:00,2,15,18.7,
06/02/2003 02:30:00,2,30,18.9,
06/02/2003 02:45:00,2,45,18.8,
06/02/2003 03:00:00,3,0,18.5,
06/02/2003 03:15:00,3,15,18.7,
06/02/2003 03:30:00,3,30,18.2,
06/02/2003 03:45:00,3,45,16.6,
06/02/2003 04:00:00,4,0,16,
06/02/2003 04:15:00,4,15,15.7,
06/02/2003 04:30:00,4,30,15.8,
06/02/2003 04:45:00,4,45,16.5,
06/02/2003 05:00:00,5,0,17.1,
06/02/2003 05:15:00,5,15,17.6,
06/02/2003 05:30:00,5,30,18.1,
06/02/2003 05:45:00,5,45,19.7,
06/02/2003 06:00:00,6,0,21.3,
06/02/2003 06:15:00,6,15,22.6,
06/02/2003 06:30:00,6,30,22.7,
06/02/2003 06:45:00,6,45,22.2,
06/02/2003 07:00:00,7,0,22.5,
06/02/2003 07:15:00,7,15,22.4,
06/02/2003 07:30:00,7,30,23.3,
06/02/2003 07:45:00,7,45,24.1,
06/02/2003 08:00:00,8,0,24.2,
06/02/2003 08:15:00,8,15,24.6,
06/02/2003 08:30:00,8,30,24.8,
06/02/2003 08:45:00,8,45,25.5,
06/02/2003 09:00:00,9,0,26.4,
06/02/2003 09:15:00,9,15,27.4,
06/02/2003 09:30:00,9,30,28.2,
06/02/2003 09:45:00,9,45,28.5,
06/02/2003 10:00:00,10,0,30,
06/02/2003 10:15:00,10,15,31.5,
06/02/2003 10:30:00,10,30,31.4,
06/02/2003 10:45:00,10,45,30.6,
06/02/2003 11:00:00,11,0,31.3,
06/02/2003 11:15:00,11,15,31.9,
06/02/2003 11:30:00,11,30,32.3,
06/02/2003 11:45:00,11,45,33.4,
06/02/2003 12:00:00,12,0,34,
06/02/2003 12:15:00,12,15,34.6,
06/02/2003 12:30:00,12,30,35.4,
06/02/2003 12:45:00,12,45,35.6,
06/02/2003 13:00:00,13,0,35.4,
06/02/2003 13:15:00,13,15,36.4,
06/02/2003 13:30:00,13,30,37.9,
06/02/2003 13:45:00,13,45,38.8,
06/02/2003 14:00:00,14,0,39.5,
06/02/2003 14:15:00,14,15,40.2,
06/02/2003 14:30:00,14,30,40.5,
06/02/2003 14:45:00,14,45,40.7,
06/02/2003 15:00:00,15,0,41,
06/02/2003 15:15:00,15,15,41.1,
06/02/2003 15:30:00,15,30,41.2,
06/02/2003 15:45:00,15,45,41.3,
06/02/2003 16:00:00,16,0,41.4,
06/02/2003 16:15:00,16,15,41.4,
06/02/2003 16:30:00,16,30,41.1,
06/02/2003 16:45:00,16,45,40.6,
06/02/2003 17:00:00,17,0,40.2,
06/02/2003 17:15:00,17,15,39.9,
06/02/2003 17:30:00,17,30,39.1,
06/02/2003 17:45:00,17,45,38.7,
06/02/2003 18:00:00,18,0,38.4,
06/02/2003 18:15:00,18,15,37.9,
06/02/2003 18:30:00,18,30,37.5,
06/02/2003 18:45:00,18,45,37.2,
06/02/2003 19:00:00,19,0,36.8,
06/02/2003 19:15:00,19,15,35.8,
06/02/2003 19:30:00,19,30,35.8,
06/02/2003 19:45:00,19,45,35.6,
06/02/2003 20:00:00,20,0,36,
06/02/2003 20:15:00,20,15,36.4,
06/02/2003 20:30:00,20,30,34.3,
06/02/2003 20:45:00,20,45,33.5,
06/02/2003 21:00:00,21,0,32.7,
06/02/2003 21:15:00,21,15,31.6,
06/02/2003 21:30:00,21,30,30.6,
06/02/2003 21:45:00,21,45,30,
06/02/2003 22:00:00,22,0,29.4,
06/02/2003 22:15:00,22,15,28.8,
06/02/2003 22:30:00,22,30,28.3,
06/02/2003 22:45:00,22,45,27.4,
06/02/2003 23:00:00,23,0,26.6,
06/02/2003 23:15:00,23,15,25.6,
06/02/2003 23:30:00,23,30,23.2,
06/02/2003 23:45:00,23,45,21.9,
06/03/2003 00:00:00,0,0,20.4,
06/03/2003 00:15:00,0,15,19.7,
06/03/2003 00:30:00,0,30,19.1,
06/03/2003 00:45:00,0,45,18.6,
06/03/2003 01:00:00,1,0,18.1,
06/03/2003 01:15:00,1,15,17.8,
06/03/2003 01:30:00,1,30,17.5,
06/03/2003 01:45:00,1,45,17.2,
06/03/2003 02:00:00,2,0,16.9,
06/03/2003 02:15:00,2,15,16.7,
06/03/2003 02:30:00,2,30,16.4,
06/03/2003 02:45:00,2,45,16.3,
06/03/2003 03:00:00,3,0,15.9,
06/03/2003 03:15:00,3,15,15.6,
06/03/2003 03:30:00,3,30,15.4,
06/03/2003 03:45:00,3,45,15.1,
06/03/2003 04:00:00,4,0,14.9,
06/03/2003 04:15:00,4,15,15,
06/03/2003 04:30:00,4,30,15.3,
06/03/2003 04:45:00,4,45,16.1,
06/03/2003 05:00:00,5,0,16.8,
06/03/2003 05:15:00,5,15,17.1,
06/03/2003 05:30:00,5,30,17.9,
06/03/2003 05:45:00,5,45,20.2,
06/03/2003 06:00:00,6,0,21.4,
06/03/2003 06:15:00,6,15,23,
06/03/2003 06:30:00,6,30,22.8,
06/03/2003 06:45:00,6,45,22.6,
06/03/2003 07:00:00,7,0,22.6,
06/03/2003 07:15:00,7,15,22.7,
06/03/2003 07:30:00,7,30,22.6,
06/03/2003 07:45:00,7,45,22.1,
06/03/2003 08:00:00,8,0,22.1,
06/03/2003 08:15:00,8,15,21.8,
06/03/2003 08:30:00,8,30,22.1,
06/03/2003 08:45:00,8,45,22.5,
06/03/2003 09:00:00,9,0,23.1,
06/03/2003 09:15:00,9,15,23.7,
06/03/2003 09:30:00,9,30,24.7,
06/03/2003 09:45:00,9,45,25.5,
06/03/2003 10:00:00,10,0,27.4,
06/03/2003 10:15:00,10,15,29.7,
06/03/2003 10:30:00,10,30,32.7,
06/03/2003 10:45:00,10,45,33.6,
06/03/2003 11:00:00,11,0,34.6,
06/03/2003 11:15:00,11,15,35.4,
06/03/2003 11:30:00,11,30,35.4,
06/03/2003 11:45:00,11,45,34.9,
06/03/2003 12:00:00,12,0,35.1,
06/03/2003 12:15:00,12,15,35.3,
06/03/2003 12:30:00,12,30,35.9,
06/03/2003 12:45:00,12,45,37.4,
06/03/2003 13:00:00,13,0,38.4,
06/03/2003 13:15:00,13,15,39.1,
06/03/2003 13:30:00,13,30,39.8,
06/03/2003 13:45:00,13,45,40.2,
06/03/2003 14:00:00,14,0,40.6,
06/03/2003 14:15:00,14,15,40.9,
06/03/2003 14:30:00,14,30,41.5,
06/03/2003 14:45:00,14,45,41.8,
06/03/2003 15:00:00,15,0,41.9,
06/03/2003 15:15:00,15,15,42.2,
06/03/2003 15:30:00,15,30,42,
06/03/2003 15:45:00,15,45,41.6,
06/03/2003 16:00:00,16,0,41.6,
06/03/2003 16:15:00,16,15,41.8,
06/03/2003 16:30:00,16,30,41.6,
06/03/2003 16:45:00,16,45,41.4,
06/03/2003 17:00:00,17,0,41.1,
06/03/2003 17:15:00,17,15,40.6,
06/03/2003 17:30:00,17,30,40.3,
06/03/2003 17:45:00,17,45,40.1,
06/03/2003 18:00:00,18,0,39.4,
06/03/2003 18:15:00,18,15,38.6,
06/03/2003 18:30:00,18,30,36.7,
06/03/2003 18:45:00,18,45,36,
06/03/2003 19:00:00,19,0,35.7,
06/03/2003 19:15:00,19,15,35.5,
06/03/2003 19:30:00,19,30,34.7,
06/03/2003 19:45:00,19,45,34.7,
06/03/2003 20:00:00,20,0,34.6,
06/03/2003 20:15:00,20,15,34.6,
06/03/2003 20:30:00,20,30,33,
06/03/2003 20:45:00,20,45,31.1,
06/03/2003 21:00:00,21,0,30.2,
06/03/2003 21:15:00,21,15,30.6,
06/03/2003 21:30:00,21,30,30.1,
06/03/2003 21:45:00,21,45,29.4,
06/03/2003 22:00:00,22,0,29,
06/03/2003 22:15:00,22,15,28.5,
06/03/2003 22:30:00,22,30,27.9,
06/03/2003 22:45:00,22,45,27.2,
06/03/2003 23:00:00,23,0,25.8,
06/03/2003 23:15:00,23,15,23.4,
06/03/2003 23:30:00,23,30,22.1,
06/03/2003 23:45:00,23,45,21.2,
06/04/2003 00:00:00,0,0,20.4,
06/04/2003 00:15:00,0,15,19.5,
06/04/2003 00:30:00,0,30,18.9,
06/04/2003 00:45:00,0,45,18.5,
06/04/2003 01:00:00,1,0,18,
06/04/2003 01:15:00,1,15,17.3,
06/04/2003 01:30:00,1,30,17,
06/04/2003 01:45:00,1,45,16.6,
06/04/2003 02:00:00,2,0,16.3,
06/04/2003 02:15:00,2,15,16,
06/04/2003 02:30:00,2,30,15.7,
06/04/2003 02:45:00,2,45,15.4,
06/04/2003 03:00:00,3,0,15.2,
06/04/2003 03:15:00,3,15,15.1,
06/04/2003 03:30:00,3,30,14.8,
06/04/2003 03:45:00,3,45,14.7,
06/04/2003 04:00:00,4,0,14.6,
06/04/2003 04:15:00,4,15,14.6,
06/04/2003 04:30:00,4,30,15,
06/04/2003 04:45:00,4,45,15.5,
06/04/2003 05:00:00,5,0,15.8,
06/04/2003 05:15:00,5,15,16.1,
06/04/2003 05:30:00,5,30,16.1,
06/04/2003 05:45:00,5,45,15.7,
06/04/2003 06:00:00,6,0,15.6,
06/04/2003 06:15:00,6,15,16.6,
06/04/2003 06:30:00,6,30,17,
06/04/2003 06:45:00,6,45,17.3,
06/04/2003 07:00:00,7,0,17.8,
06/04/2003 07:15:00,7,15,18.1,
06/04/2003 07:30:00,7,30,18.4,
06/04/2003 07:45:00,7,45,18.7,
06/04/2003 08:00:00,8,0,18.4,
06/04/2003 08:15:00,8,15,18.4,
06/04/2003 08:30:00,8,30,18.8,
06/04/2003 08:45:00,8,45,19.6,
06/04/2003 09:00:00,9,0,20.3,
06/04/2003 09:15:00,9,15,20.9,
06/04/2003 09:30:00,9,30,21.6,
06/04/2003 09:45:00,9,45,22.5,
06/04/2003 10:00:00,10,0,24.1,
06/04/2003 10:15:00,10,15,26,
06/04/2003 10:30:00,10,30,28,
06/04/2003 10:45:00,10,45,30.2,
06/04/2003 11:00:00,11,0,31.9,
06/04/2003 11:15:00,11,15,32,
06/04/2003 11:30:00,11,30,31.8,
06/04/2003 11:45:00,11,45,32.5,
06/04/2003 12:00:00,12,0,33.4,
06/04/2003 12:15:00,12,15,33.7,
06/04/2003 12:30:00,12,30,33.9,
06/04/2003 12:45:00,12,45,35.2,
06/04/2003 13:00:00,13,0,36.1,
06/04/2003 13:15:00,13,15,36.9,
06/04/2003 13:30:00,13,30,37.2,
06/04/2003 13:45:00,13,45,37.6,
06/04/2003 14:00:00,14,0,38.3,
06/04/2003 14:15:00,14,15,39,
06/04/2003 14:30:00,14,30,39.4,
06/04/2003 14:45:00,14,45,39.6,
06/04/2003 15:00:00,15,0,40,
06/04/2003 15:15:00,15,15,40.3,
06/04/2003 15:30:00,15,30,40.3,
06/04/2003 15:45:00,15,45,40.1,
06/04/2003 16:00:00,16,0,40,
06/04/2003 16:15:00,16,15,40.2,
06/04/2003 16:30:00,16,30,40.4,
06/04/2003 16:45:00,16,45,40.3,
06/04/2003 17:00:00,17,0,40.1,
06/04/2003 17:15:00,17,15,39.7,
06/04/2003 17:30:00,17,30,39.2,
06/04/2003 17:45:00,17,45,38.9,
06/04/2003 18:00:00,18,0,38.6,
06/04/2003 18:15:00,18,15,38.1,
06/04/2003 18:30:00,18,30,37.7,
06/04/2003 18:45:00,18,45,37.3,
06/04/2003 19:00:00,19,0,36.8,
06/04/2003 19:15:00,19,15,36.2,
06/04/2003 19:30:00,19,30,35.7,
06/04/2003 19:45:00,19,45,34.4,
06/04/2003 20:00:00,20,0,34.2,
06/04/2003 20:15:00,20,15,34.1,
06/04/2003 20:30:00,20,30,32.8,
06/04/2003 20:45:00,20,45,30.7,
06/04/2003 21:00:00,21,0,30.5,
06/04/2003 21:15:00,21,15,30.5,
06/04/2003 21:30:00,21,30,29.5,
06/04/2003 21:45:00,21,45,29.2,
06/04/2003 22:00:00,22,0,28.6,
06/04/2003 22:15:00,22,15,28.2,
06/04/2003 22:30:00,22,30,27.6,
06/04/2003 22:45:00,22,45,27,
06/04/2003 23:00:00,23,0,24.8,
06/04/2003 23:15:00,23,15,22.9,
06/04/2003 23:30:00,23,30,21.9,
06/04/2003 23:45:00,23,45,21.1,
06/05/2003 00:00:00,0,0,20.2,
06/05/2003 00:15:00,0,15,19.2,
06/05/2003 00:30:00,0,30,18.9,
06/05/2003 00:45:00,0,45,18.5,
06/05/2003 01:00:00,1,0,17.9,
06/05/2003 01:15:00,1,15,17.3,
06/05/2003 01:30:00,1,30,16.9,
06/05/2003 01:45:00,1,45,16.6,
06/05/2003 02:00:00,2,0,16.3,
06/05/2003 02:15:00,2,15,16.1,
06/05/2003 02:30:00,2,30,15.8,
06/05/2003 02:45:00,2,45,15.7,
06/05/2003 03:00:00,3,0,15.5,
06/05/2003 03:15:00,3,15,15,
06/05/2003 03:30:00,3,30,14.8,
06/05/2003 03:45:00,3,45,14.9,
06/05/2003 04:00:00,4,0,14.8,
06/05/2003 04:15:00,4,15,14.7,
06/05/2003 04:30:00,4,30,15.1,
06/05/2003 04:45:00,4,45,15.7,
06/05/2003 05:00:00,5,0,16.1,
06/05/2003 05:15:00,5,15,16.4,
06/05/2003 05:30:00,5,30,17.4,
06/05/2003 05:45:00,5,45,18.2,
06/05/2003 06:00:00,6,0,18,
06/05/2003 06:15:00,6,15,17.6,
06/05/2003 06:30:00,6,30,18,
06/05/2003 06:45:00,6,45,18.4,
06/05/2003 07:00:00,7,0,18.6,
06/05/2003 07:15:00,7,15,18.4,
06/05/2003 07:30:00,7,30,18.2,
06/05/2003 07:45:00,7,45,18.3,
06/05/2003 08:00:00,8,0,18.4,
06/05/2003 08:15:00,8,15,18.7,
06/05/2003 08:30:00,8,30,19.1,
06/05/2003 08:45:00,8,45,19.8,
06/05/2003 09:00:00,9,0,20.6,
06/05/2003 09:15:00,9,15,21.2,
06/05/2003 09:30:00,9,30,22.2,
06/05/2003 09:45:00,9,45,22.6,
06/05/2003 10:00:00,10,0,24.4,
06/05/2003 10:15:00,10,15,26.8,
06/05/2003 10:30:00,10,30,29.8,
06/05/2003 10:45:00,10,45,31.4,
06/05/2003 11:00:00,11,0,32,
06/05/2003 11:15:00,11,15,32.5,
06/05/2003 11:30:00,11,30,33.7,
06/05/2003 11:45:00,11,45,34.6,
06/05/2003 12:00:00,12,0,36,
06/05/2003 12:15:00,12,15,36.3,
06/05/2003 12:30:00,12,30,36.1,
06/05/2003 12:45:00,12,45,36.4,
06/05/2003 13:00:00,13,0,36.7,
06/05/2003 13:15:00,13,15,37,
06/05/2003 13:30:00,13,30,37.2,
06/05/2003 13:45:00,13,45,37.5,
