row ID,row m/z,row retention time,LT-C4-1A.mzML crop_filtered_NEG Peak area,LT-C4-1B.mzML crop_filtered_NEG Peak area,LT-C4-1C.mzML crop_filtered_NEG Peak area,LT-C4-2A.mzML crop_filtered_NEG Peak area,LT-C4-2B.mzML crop_filtered_NEG Peak area,LT-C4-2C.mzML crop_filtered_NEG Peak area,LT-C4-3A.mzML crop_filtered_NEG Peak area,LT-C4-3B.mzML crop_filtered_NEG Peak area,LT-C4-3C.mzML crop_filtered_NEG Peak area,LT-C4-4A.mzML crop_filtered_NEG Peak area,LT-C4-4B.mzML crop_filtered_NEG Peak area,LT-C4-4C.mzML crop_filtered_NEG Peak area,LT-C4-5A.mzML crop_filtered_NEG Peak area,LT-C4-5B.mzML crop_filtered_NEG Peak area,LT-C4-5C.mzML crop_filtered_NEG Peak area,LT-C4-6A.mzML crop_filtered_NEG Peak area,LT-C4-6B.mzML crop_filtered_NEG Peak area,LT-C4-6C.mzML crop_filtered_NEG Peak area,LT-C4-7A.mzML crop_filtered_NEG Peak area,LT-C4-7B.mzML crop_filtered_NEG Peak area,LT-C4-7C.mzML crop_filtered_NEG Peak area,PROCBLANKA.mzML crop_filtered_NEG Peak area,PROCBLANKB.mzML crop_filtered_NEG Peak area,PROCBLANKC.mzML crop_filtered_NEG Peak area,zBLK02.mzML crop_filtered_NEG Peak area,zBLK03.mzML crop_filtered_NEG Peak area,zBLK04.mzML crop_filtered_NEG Peak area,zBLK05.mzML crop_filtered_NEG Peak area,zBLK06.mzML crop_filtered_NEG Peak area,zBLK07.mzML crop_filtered_NEG Peak area,
3978,432.1159413655599,2.8129600666666668,0,0,0,0,0,0,0,0,0,0,0,0,609491.2941634451,409296.37617392594,335930.08982338087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3979,376.1253356933594,3.2739660714285717,0,0,0,0,0,0,0,0,0,0,0,0,504404.0575616524,0,0,3074189.164573119,3221819.5547961025,2534119.7314065895,1164490.0004605204,1297630.3398810553,1200185.84423954,0,0,0,0,0,0,0,0,0,
3980,556.0867919921875,2.7001913,0,0,0,0,0,0,0,0,0,0,0,0,661774.8033242696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3981,421.1273930867513,2.7509519833333336,0,0,0,0,0,0,0,0,0,0,0,0,947496.1158832604,775861.3071577266,1034737.2505180073,1879135.9962079104,1852071.9925478655,1907830.603225818,0,0,0,0,0,0,0,0,0,0,0,0,
3982,394.8909851074219,3.9548984399999996,0,0,0,0,0,0,0,0,0,0,0,0,872359.3925209912,787384.458611084,1050162.6757455457,0,0,0,0,0,0,0,0,0,0,0,964175.5280039059,0,0,948500.4193974832,
3983,353.12439303927954,2.9322942,0,0,0,0,0,0,0,0,0,0,0,0,472613.99624589895,1116931.5654114848,1178058.4582581066,8459768.829560256,7473711.519906582,7110512.68986281,2787559.6045898423,2756001.411235085,2805223.1982369777,0,0,0,0,0,0,0,0,0,
3984,329.1973164876302,3.921871766666667,0,0,0,0,0,0,0,0,0,0,0,0,454268.1487247797,360695.9980424121,350677.0319546677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3985,385.0415547688802,3.3760879666666668,0,0,0,0,0,0,0,0,0,0,0,0,461627.9433914641,542543.6329864231,0,0,0,0,0,0,0,0,0,0,569572.4824980828,0,0,0,0,0,
3986,627.3188934326172,6.5541196500000005,0,0,0,0,0,0,0,0,0,0,0,0,597599.8046218134,0,604568.9251847878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3987,788.1992950439453,3.71316205,0,0,0,0,0,0,0,0,0,0,0,0,366568.2840028605,0,360155.0622786868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3988,379.1540298461914,3.71316205,0,0,0,0,0,0,0,0,0,0,0,0,611603.2869606047,0,561902.1962162397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3989,339.14531962076825,3.7291151,0,0,0,0,0,0,0,0,0,0,358542.40866821486,0,469173.58926130185,0,486207.68787218083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3990,413.1079813639323,2.805911333333333,0,0,0,0,0,0,0,0,0,0,0,0,536310.2188343317,352826.76306348166,641622.5783812507,812104.0961209242,619957.5468746487,523852.8126059759,0,0,0,0,0,0,0,0,0,0,0,0,
3991,303.13758850097656,3.891125933333333,0,0,0,0,0,0,0,0,0,0,0,0,718489.7502644267,465915.63361822604,634214.8778234279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3992,231.10223515828451,3.4116735833333336,0,0,0,0,0,0,0,0,0,0,0,0,782995.250545793,894482.4428411344,867855.931093462,0,0,0,881869.1446603487,909617.8550929903,828517.2112925432,0,0,0,0,0,0,0,0,0,
3993,681.2519836425781,5.5413497000000005,0,0,0,0,0,0,0,0,0,0,0,0,1411204.2906554288,1296762.3016317869,1316387.548807302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3994,755.2760162353516,3.73048905,0,0,0,0,0,0,0,0,0,0,0,0,477538.26953948545,0,0,3571906.2541354704,2968320.336187356,3662998.018177995,0,0,0,0,0,0,0,0,0,0,0,0,
3995,397.1140441894531,2.5388671888888887,0,0,0,0,0,0,0,0,0,0,0,0,887012.3080517253,797913.2434065106,2081718.1459712712,1.4690752868248267E7,1.5760678019074868E7,1.4892456473886088E7,5054928.944617896,4715762.2580065755,5028729.0657868115,0,0,0,0,0,0,0,0,0,
3996,472.00975799560547,3.7812341,0,0,0,0,0,0,0,0,0,0,0,0,454062.4063328975,0,445110.5738515311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3997,371.0909406873915,2.746007744444444,0,0,0,0,0,0,0,0,0,0,0,0,623317.5122521402,995274.9051948629,1142669.7749324893,1.2177938809085071E7,1.0853224645286357E7,1.1000153344320374E7,1273768.6312359755,907551.2783456587,1157330.1152722144,0,0,0,0,0,0,0,0,0,
3999,995.4292831420898,6.039145200000001,0,0,0,0,0,0,0,0,0,1057435.1208301485,904479.0396437898,0,1415098.8059612592,1570975.9587571041,1714450.9081140587,4873797.519997313,9465582.909203038,4430409.16954519,0,0,0,0,0,0,0,0,0,0,0,0,
4000,345.1480255126953,3.7786674500000004,0,0,0,0,0,0,0,0,0,0,0,0,376445.98878931743,322074.64105783805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4001,648.2740020751953,5.09087675,0,0,0,0,0,0,0,0,0,0,0,0,3693061.8828179175,2909910.590993319,4055382.524698243,852681.6816502914,1179666.1652103863,6574886.835923911,0,0,0,0,0,0,0,0,0,0,0,0,
4002,449.9945983886719,2.6164289000000003,0,0,0,0,0,0,0,0,0,0,0,0,1295134.8861405184,801939.5065966318,675419.1232316492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4003,773.2652994791666,5.034461,0,0,0,0,0,0,0,0,0,0,0,0,1340292.752245416,1701978.2614718457,2034394.215278226,3111440.202987989,3264146.923140516,6963027.971944056,0,0,0,0,0,0,0,0,0,0,0,0,
4004,1043.4142456054688,5.35054564,0,0,0,0,0,0,0,0,0,0,0,0,859007.2649490354,0,1129762.6629226038,6373918.786323005,5980870.198360895,5494275.428035316,0,0,0,0,0,0,0,0,0,0,0,0,
4005,695.2478942871094,4.4417942,0,0,0,0,0,0,0,0,0,0,0,0,447531.3128607434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4006,995.4290974934896,6.386363216666666,0,0,0,0,0,0,0,0,0,0,0,0,2682809.1817474086,664006.6012869285,1210908.7387480333,5343668.010130462,4765259.552375606,4544286.648883639,0,0,0,0,0,0,0,0,0,0,0,0,
4007,423.16246032714844,4.3248653,0,0,0,0,0,0,0,0,0,0,0,0,305571.3176058518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4008,603.3184000651041,6.068894633333334,0,0,0,0,0,0,977079.3123190561,740130.6836246033,758430.3263077465,0,0,0,754412.3532483014,512066.6741965787,577175.4591003982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4009,420.84154024991125,1.0526050036363637,0,0,0,1143780.195649966,1096753.033734654,0,1123796.5643484236,0,1048533.423942131,1152968.4973114077,1175841.4413724265,1146480.8816384443,1368147.3149614756,1064418.1268046144,1191987.8880372585,0,1139594.6773693128,0,0,0,0,0,0,0,0,0,0,0,0,0,
4010,327.14501953125,3.3760052000000003,0,0,0,0,0,0,0,0,0,0,0,0,755898.4586823031,696401.0765688056,820286.9661506871,0,0,0,1182420.6452728142,967149.4291311307,1123919.5996571982,0,0,0,0,0,0,0,0,0,
4011,359.0986913045247,1.9533318666666666,0,0,0,0,0,0,0,0,0,0,0,0,975707.2235942929,843054.0653149197,943072.5636393243,8504919.311943877,7840158.077303123,7855316.335318376,0,0,0,0,0,0,0,0,0,0,0,0,
4012,645.2994791666666,5.195328,0,0,0,0,0,0,0,0,0,0,0,0,630380.1860513435,456670.1360647264,449007.6246381576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4013,309.09815300835504,2.7387164999999998,0,0,0,0,0,0,0,0,0,0,0,0,1069055.224072264,1985087.554084377,2109892.2961791568,5858840.154888849,1115446.054933197,5801950.893698767,8135713.0387820685,7455596.6973987585,8999493.575553887,0,0,0,0,0,0,0,0,0,
4014,758.1181488037109,2.79008875,0,0,0,0,0,0,0,0,0,0,0,0,500788.5392441178,0,318028.6830062361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4015,494.18226623535156,4.572991699999999,0,0,0,0,0,0,0,0,0,0,0,0,399651.3593501216,0,337749.46892274584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4016,528.056894938151,2.7532974333333335,0,0,0,0,0,0,0,0,0,0,0,0,870997.8328827411,701447.4983068595,933655.1263883563,2078578.2955712467,1794047.5969940522,2024041.8013893324,0,0,0,0,0,0,0,0,0,0,0,0,
4017,494.001766204834,3.3431958749999997,0,0,0,0,0,0,0,0,0,0,0,0,946813.505201553,772821.9018183169,765524.9546662832,0,476466.1413110782,0,0,0,0,0,0,0,0,0,0,0,0,0,
4021,757.2689819335938,5.7279618,0,0,0,0,0,0,0,0,0,0,0,0,454183.24870697124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4022,483.1112340291341,2.79331625,0,0,0,0,0,0,0,0,0,0,0,0,640319.8002616179,364507.3430382071,354245.6837161067,777786.885219443,819881.0771059626,540738.8897212198,0,0,0,0,0,0,0,0,0,0,0,0,
4023,478.0699768066406,2.80158965,0,0,0,0,0,0,0,0,0,0,0,0,438116.06436233665,0,360463.49502405664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4024,403.0184631347656,3.7894545625,0,0,0,0,295776.47441374266,371199.7797472985,0,0,0,438629.5351713396,446539.3801918264,317406.3655698962,339251.285593196,308163.7191771634,357997.2099305983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4025,1011.4242553710938,5.466269333333333,0,0,0,0,0,0,0,0,0,0,0,0,840107.5668981432,997910.2320898147,579071.0728763907,4124414.0636818595,3570682.186998476,3226342.6926896693,0,0,0,0,0,0,0,0,0,0,0,0,
4026,386.1543935139974,2.8563927888888885,0,0,0,0,0,0,0,0,0,0,0,0,732156.2385341242,622276.0124557272,399314.74401698203,5545015.9238043595,5340274.565787566,3502340.172833353,1376467.3530440375,1152170.4215916868,1217154.617891316,0,0,0,0,0,0,0,0,0,
4027,544.0891723632812,3.32781495,0,0,0,0,0,0,0,0,0,0,0,0,321356.4346923907,355657.1045970464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4028,407.09214274088544,2.7775315333333332,0,0,0,0,0,0,0,0,0,0,0,0,728873.2296676986,745875.1612238855,848246.0502828294,506682.33924670715,686280.8141443452,453129.4593894156,0,0,0,0,0,0,0,0,0,0,0,0,
4029,513.9826965332031,3.8023981,0,0,0,0,0,0,0,0,0,0,0,0,457445.13777868997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4030,541.9854736328125,3.7077876,0,0,0,0,0,0,0,0,0,0,0,0,545566.9144907828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4032,697.2468292236329,5.096913319999999,0,0,0,0,325213.5709454088,0,0,0,0,0,0,0,575687.3028800867,0,0,1567482.4389636773,1924154.328283369,1596106.000335086,0,0,0,0,0,0,0,0,0,0,0,0,
4033,405.1698684692383,4.0485279,0,0,0,0,0,0,0,0,0,0,0,0,507719.7305034433,0,436180.898623958,0,0,0,677225.0995332855,0,682647.848481284,0,0,0,0,0,0,0,0,0,
4034,697.248291015625,4.3472756,0,0,0,0,0,0,0,0,0,0,0,0,369145.49651936145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4035,416.1209309895833,3.7036167333333334,0,0,0,0,0,0,0,0,0,0,0,0,542469.3594093055,377013.7388990446,562258.5435551945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4036,388.3072814941406,6.731751399999999,0,0,0,0,0,0,0,0,0,0,0,0,541294.3493148509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4037,371.09112548828125,3.4032021,0,0,0,0,0,0,0,0,0,0,0,0,595837.2644464567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4038,508.00005594889325,3.8061285666666667,0,0,0,0,0,0,0,0,0,0,0,0,594362.9011150604,336360.8493951077,502224.37427984754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4039,577.2209167480469,2.8056024333333336,0,0,0,0,0,0,0,0,0,0,0,0,400063.62883889064,417578.0907350341,471146.34784880886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4040,688.2696655273437,4.7416223,0,0,0,0,0,0,0,0,0,0,0,0,1006609.3884828882,0,936165.2323744188,1909027.765505112,2039708.579554412,1635031.4851784995,0,0,0,0,0,0,0,0,0,0,0,0,
4041,343.1400203704834,2.526429975,0,0,0,0,0,0,0,0,0,0,0,0,2294595.409231512,1123996.7438836845,0,6123345.106610957,6726116.9336436065,5324917.074509435,5344333.045621857,3484704.2161618397,5144408.208463801,0,0,0,0,0,0,0,0,0,
4042,470.052001953125,2.5108787,0,0,0,0,0,0,0,0,0,0,0,0,417764.56928897416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4043,339.10862223307294,2.3456449,0,0,0,0,0,0,0,0,0,0,0,0,1244850.8847551725,1042071.3971907058,1197215.7708997624,6396610.697352938,5747445.322563749,5834181.097927807,8573811.615327606,7251839.889449623,7724293.663982538,0,0,0,0,0,0,0,0,0,
4044,609.2850799560547,5.5947526,0,0,0,0,0,0,0,0,0,0,0,0,1171343.3588807464,0,1314582.6200131157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4045,486.0384521484375,3.7114678999999997,0,0,0,0,0,303399.7469681223,0,0,0,0,0,0,620084.9805244105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4046,486.0068613688151,2.8782784000000006,0,0,0,0,0,0,0,0,0,0,0,0,615225.3057073946,0,441523.87803132314,264833.1739322465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4047,511.9876403808594,3.9407672000000002,0,0,0,0,0,0,0,0,0,0,0,0,348797.70429266774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4048,252.9032974243164,7.810653025,0,0,0,0,0,0,0,0,0,2354399.119530153,0,2405197.574234539,2496539.8415252194,0,0,0,2151142.1565784723,0,0,0,0,0,0,0,0,0,0,0,0,0,
4049,528.0571746826172,3.8030600000000003,0,0,0,0,0,0,0,0,0,0,0,0,379229.2023667154,319542.7718934593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4050,739.2755737304688,4.0345607,0,0,0,0,0,0,0,0,0,0,0,0,450607.00696566695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4051,249.11303253173827,2.74093092,0,0,0,0,0,0,0,0,0,0,0,0,742388.8015730852,606053.5172541976,0,1213737.9076639467,942465.3731860314,1199864.6416948098,0,0,0,0,0,0,0,0,0,0,0,0,
4052,615.2856063842773,4.96000055,0,0,0,0,0,0,0,0,0,0,0,0,567833.7936090494,0,0,3042113.2503066845,2784757.7023566393,2818174.684192995,0,0,0,0,0,0,0,0,0,0,0,0,
4055,620.3167724609375,5.3050263,0,0,0,0,0,0,0,0,0,0,0,0,974315.9519726621,0,851290.0936118892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4056,209.00366668701173,3.71825162,0,0,0,0,0,0,0,0,0,0,0,1209409.7228367447,1071834.2137043441,742527.9020321947,811279.127459262,0,0,0,0,0,1036816.6442662277,0,0,0,0,0,0,0,0,0,
4057,291.1241455078125,3.8061285666666667,0,0,0,0,0,0,0,0,0,0,0,0,657371.9129594236,536270.6263210598,683145.8753261556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4058,681.2519683837891,5.7119508,0,0,0,0,0,0,0,0,0,0,0,0,693339.6384945494,0,759905.5058192676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4059,654.3224487304688,5.29162135,0,0,0,0,0,0,0,0,0,0,0,0,1304920.4309392679,0,1267447.059031252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4060,347.11116485595704,4.366499409999999,0,0,0,0,0,0,399492.15059400233,488186.14135554846,525898.8445987186,0,0,0,302877.3723804228,0,0,855430.0932190836,883276.2033211289,894705.263039382,3113234.0092967,2933069.009148804,3222150.236859185,0,0,0,0,0,0,0,0,0,
4061,347.090576171875,2.7157651499999997,0,0,0,0,0,0,0,0,0,0,0,0,713708.9086516344,0,594449.0455976606,0,0,246226.91691745268,338362.6223281197,389662.2056243792,570103.1943032477,0,0,0,0,0,0,0,0,0,
4062,405.1768096923828,2.5897793600000005,0,0,0,0,0,0,0,0,0,0,0,0,840073.4747106789,0,879877.8449176344,3501043.8770956825,2917629.393250795,2066320.647512442,0,0,0,0,0,0,0,0,0,0,0,0,
4064,263.09253365652904,2.489513871428571,0,0,0,0,0,0,0,0,0,0,0,0,602801.6186009402,0,0,1.161709558887713E7,1.1136040025552057E7,7425215.814762833,3396926.121761256,8720653.598716456,3340856.686805451,0,0,0,0,0,0,0,0,0,
4065,210.03131866455078,3.376344166666667,0,0,0,0,0,0,0,0,0,0,0,0,358786.40685233736,376661.7414650991,0,0,0,0,0,0,0,0,0,0,928533.6410949646,0,0,0,0,0,
4066,1398.5493774414062,5.0906343,0,0,0,0,0,0,0,0,0,0,0,0,495398.3502088834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4067,449.13035074869794,3.8061285666666667,0,0,0,0,0,0,0,0,0,0,0,0,344614.1853604335,374137.0365256535,355746.855206489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4068,629.261484781901,4.659103633333333,0,0,0,0,0,0,0,0,0,0,0,0,770406.9428871342,1366591.8139668624,934612.9232126125,3975977.131099173,3479957.726173436,1132694.283590106,0,0,0,0,0,0,0,0,0,0,0,0,
4069,580.0491841634115,2.698517433333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001409.3480172912,2275112.827789287,1934713.3856539568,0,0,0,0,0,0,0,0,0,0,0,0,
4070,459.1510040283203,2.95758364,0,0,0,0,0,0,0,0,0,0,0,0,505147.3046300293,0,582390.5105405857,2550972.824959444,1444234.5729300657,1744316.0079397396,0,0,0,0,0,0,0,0,0,0,0,0,
4071,645.2551472981771,4.330947583333333,0,0,0,0,0,0,0,0,0,0,0,0,640241.0966017351,674854.8983538469,675079.9744330903,3760834.2136854655,3612614.8052571104,3709117.2983444068,0,0,0,0,0,0,0,0,0,0,0,0,
4072,393.08827209472656,4.4417942,0,0,0,0,0,0,0,0,0,0,0,0,251544.2180642858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4073,583.2400207519531,3.7528145,0,0,0,0,0,0,0,0,0,0,0,0,925068.7613781282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4074,243.10228729248047,2.8010284,0,0,0,0,0,0,0,0,0,0,0,0,551176.9719246859,0,575547.1047347167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4075,371.09857177734375,2.397073,0,0,0,0,0,0,0,0,0,0,0,0,1192996.8638578653,562778.2017572873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4076,580.049072265625,3.7077876,0,0,0,0,0,0,0,0,0,0,0,0,408260.7946057862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4077,679.2595672607422,3.946346475,0,0,0,0,0,0,0,0,0,0,0,0,648969.6055953107,0,0,2922927.003373126,3155099.4985601166,3133687.5300858733,0,0,0,0,0,0,0,0,0,0,0,0,
4078,503.0360794067383,3.7471848,0,0,0,0,344682.6469555779,0,0,0,0,0,0,0,487541.12633018364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4079,357.1556396484375,3.6132313999999996,0,0,0,0,0,0,0,0,0,0,0,0,351772.3892579996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4080,496.0016174316406,3.7077876,0,0,0,0,0,0,0,0,0,0,0,0,405662.1850383995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4081,194.9879010518392,3.7738282333333335,0,0,0,0,708116.1026801385,0,0,0,0,0,775895.6839570084,0,1049872.2689904855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4082,513.9658203125,2.7241516,0,0,0,0,0,0,0,0,0,0,0,0,291561.43510127236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4083,373.0106471135066,5.967316246153847,1015482.1657333147,556307.4363615257,310629.810180981,0,0,0,849276.9007904576,831171.9305532906,937107.7520472002,0,0,0,780773.6199017497,0,0,789293.8677491517,744877.8363890888,711640.7510973307,679825.824140975,742586.2518799426,743234.5148314934,0,0,0,0,0,0,0,0,0,
4084,223.0196100870768,3.4288895999999998,0,0,0,0,0,0,0,0,0,0,0,0,722691.8472814569,636293.9610545879,0,0,0,0,0,397718.2375162371,0,0,0,0,0,0,0,0,0,0,
4085,341.004350789388,5.528999933333334,2683562.6962547125,2709534.832213416,2599595.0203423616,2859926.376945606,2731512.030519865,2578022.6225793804,2269201.730961256,0,2305447.396128398,0,0,0,2488941.287857642,0,0,2691445.1752717965,0,2566797.282782364,2728432.522763836,2653677.115916575,2319824.6618988514,0,0,0,1840754.8302475319,0,0,0,0,0,
4086,373.1063575744629,3.43050145,0,0,0,0,0,0,0,0,0,1140779.5369535817,1363064.9093314996,891499.7299400447,3.741014309538599E7,2.8027534473094467E7,4.250285394247475E7,1177145.6263796228,1288227.7234534204,1129905.2973037506,798893.1434892684,712313.6925064434,909557.1945817316,0,0,0,0,0,0,0,0,0,
4087,499.9673122829861,3.172245244444445,0,0,0,0,0,0,0,0,0,7966266.786763221,7851553.712667685,1.1102961759039637E7,2.006650670697398E7,1.8543354942454517E7,1.807839533062575E7,1101141.7370206327,1752618.0189476174,0,0,585078.5628044955,0,0,0,0,0,0,0,0,0,0,
4090,375.1026560465495,3.4042026333333335,0,0,0,0,0,0,0,0,0,0,0,0,8315193.254833104,8816591.815683741,9021420.074089495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4092,800.1308186848959,3.221579766666667,0,0,0,0,0,0,0,0,0,0,0,0,6716100.214551961,8132708.549663537,5450231.6033047605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4096,379.1536468505859,2.7948687199999998,0,0,0,0,0,0,0,0,0,0,0,0,5655772.531621278,5460474.237938963,6025934.067590024,448462.9964530676,708456.9961016612,0,0,0,0,0,0,0,0,0,0,0,0,0,
4097,401.14615958077565,3.1274309000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,2738986.4741448816,0,5267456.029253147,4670791.596363276,5271037.931736097,2530438.8788197325,1987759.071677816,2803542.484752422,0,0,0,0,0,0,0,0,0,
4098,357.1114807128906,3.1982020999999996,0,0,0,0,0,0,0,0,0,1121372.2326301998,1129993.0296008731,1110226.1574217267,6160828.835482165,4036689.524140651,4461958.893029353,3.1677057360076517E7,3.532975473728537E7,2.9933197782435875E7,1251729.1443990462,1025720.3179522068,986965.4272105092,0,0,0,0,0,0,0,0,0,
4100,821.1897888183594,3.1177656,0,0,0,0,0,0,0,0,0,0,0,0,0,2267107.0317892507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4101,721.2720729282925,4.070537857142858,0,0,0,0,0,0,0,0,0,0,0,0,5169328.063206939,5080192.924246318,5097086.448866807,1.845072730034971E7,1.6403294229868205E7,1.301257956055379E7,364798.1235320386,0,0,0,0,0,0,0,0,0,0,0,
4104,255.82211303710938,2.7476334400000004,5753583.069375093,5886951.234669472,6029986.379001564,5197367.523929998,5350210.302210838,5457836.073471735,5154538.797721597,5289682.314673787,5051946.459441665,4838956.806514965,5254968.467100747,4942385.152471606,6297916.554628114,3139947.493820256,6205945.201976347,5134273.958960437,4991629.551152152,5304361.302564752,6037721.307294378,5918522.2423723135,6389662.258462703,5307053.2819291875,5488381.0915212175,5880823.670415556,7421041.17526088,6927787.791792843,6663121.2625833675,6247475.368447132,5960512.459716838,5547140.304365343,
4105,713.2403564453125,3.0724882,0,0,0,0,0,0,0,0,0,0,0,0,0,2324769.365088003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4106,416.12679799397785,2.7979308333333335,0,0,0,0,0,0,0,0,0,0,0,0,2065414.9606353678,2606244.0926993946,2202183.66965495,1358683.149653394,1153603.0657645334,1327130.803598263,0,0,0,0,0,0,0,0,0,0,0,0,
4108,507.9995880126953,3.3983197,0,0,0,0,0,0,0,0,0,0,0,0,0,1716202.3845406838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4109,158.97744750976562,3.1436703949999996,1090046.3812576388,1134692.6199187948,1107109.6379922628,0,0,0,1151762.156562893,1116062.600906671,1075605.8033316624,1272132.1583226088,1431045.9008165253,1175978.4246936522,0,2219571.9055775534,1447696.0265015578,1299965.8786905885,0,1257326.3305035923,995477.5714359416,999354.2793847058,982925.1855032401,0,1180879.5847472358,1265243.5155252605,0,1102126.162204544,0,0,1260764.6134534748,0,
4110,329.16075541178384,3.373988753333332,1.4282370725716034E7,1.2845403964854859E7,9911726.703990955,0,0,0,2107660.553774659,2086402.1637726077,2092281.6397206094,0,0,0,6444566.82389559,4533410.945789148,4924906.571692126,1680792.1673586003,1552254.4463817794,1457224.1278656085,1946158.3962183564,1570549.5974499616,1788824.4731503827,0,0,0,0,0,0,0,0,0,
4111,768.1411539713541,3.4665715,0,0,0,0,0,0,0,0,0,0,0,0,3042635.556055132,2413621.353239272,2962013.1730076224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4113,381.1498514811198,2.7979351666666665,0,0,0,0,0,0,0,0,0,0,0,0,1682339.8778070202,1616951.236965436,1922593.2640998072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4114,811.1622924804688,3.2308242,0,0,0,0,0,0,0,0,0,0,0,0,0,860227.9980820701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4115,483.1121520996094,2.98911045,0,0,0,0,0,0,0,0,0,0,0,0,1276021.2523399345,1124957.4635453634,1227962.4529192112,968622.6703118926,1000997.5253504884,874213.5169317664,0,0,0,0,0,0,0,0,0,0,0,0,
4117,277.1078629927202,3.5080861,1479035.456543085,904632.1644969844,936418.3083860272,0,0,0,0,0,0,0,0,0,1132266.1534833265,1494111.7824846546,1529348.9734795415,391323.73734506103,359964.4815412057,0,668540.2220392977,862028.9439493609,810436.3995704047,0,0,0,0,0,0,0,0,0,
