Process,Number,sample,Sample,run,concentration,abs,h,dilution,j,k,units,test,number,run_time,Notes,Site
RESULT,13,U7,C3A-D-4,19,3.282778,0.240486,0,5,0,0,mg N/L,KCL NO3_NO2 2,1654010219,5/31/2022 11:16,,
RESULT,17,U11,C3B-D-5-N,27,5.181953,0.348772,0,5,0,0,mg N/L,KCL NO3_NO2 2,1654010299,5/31/2022 11:18,,
RESULT,10,U4,C3SB-C-5-N,16,14.474524,0.218371,0,25,0,0,mg N/L,KCL NO3_NO2 2,1654011247,5/31/2022 11:34,,
RESULT,12,U6,C3SB-C-3-N,18,11.639899,0.186047,0,25,0,0,mg N/L,KCL NO3_NO2 2,1654011327,5/31/2022 11:35,,
RUNENDED,1654011408,COMPLETE,,,,,,,,,,,,,,
RUNSTARTED,1654018207,5/31/2022 13:30,,,concentration,aborbtion,,dilution,,,,,,,,PBG
RESULT,-1,S1,Standard 1,0,0.027450,0.02745,0,0,0,0,mg N/L,KCl Ammonia 10,1654019396,5/31/2022 13:49,,
RESULT,-2,S90,Standard .2,1,0.054467,0.054467,0,0,0,0,mg N/L,KCl Ammonia 10,1654019556,5/31/2022 13:52,,
RESULT,-2,S91,Standard .5,2,0.079327,0.079327,0,0,0,0,mg N/L,KCl Ammonia 10,1654019716,5/31/2022 13:55,,
RESULT,-2,S92,Standard 1,3,0.128743,0.128743,0,0,0,0,mg N/L,KCl Ammonia 10,1654019876,5/31/2022 13:57,,
RESULT,-2,S93,Standard 2.5,4,0.261987,0.261987,0,0,0,0,mg N/L,KCl Ammonia 10,1654020036,5/31/2022 14:00,,
RESULT,-2,S94,Standard 5,5,0.497816,0.497816,0,0,0,0,mg N/L,KCl Ammonia 10,1654020196,5/31/2022 14:03,,
RESULT,-2,S95,Standard 7.5,6,0.718902,0.718902,0,0,0,0,mg N/L,KCl Ammonia 10,1654020356,5/31/2022 14:05,,
RESULT,-2,S96,Standard 10,7,0.986891,0.986891,0,0,0,0,mg N/L,KCl Ammonia 10,1654020517,5/31/2022 14:08,,
RESULT,-1,S0,Standard 0,8,0.026742,0.026742,0,0,0,0,mg N/L,KCl Ammonia 10,1654020677,5/31/2022 14:11,,
CALIBRATION,KCl Ammonia 10,1654020677,5/31/2022 14:11,,,,,,,,,,,,,
RESULT,-3,C11,CCV,9,5.111483,0.509626,0,0,0,0,mg N/L,KCl Ammonia 10,1654020837,5/31/2022 14:13,,
QCPRORESULT,NORMAL,0,1654020837,,,,,,,,,,,,,
QCPRODECISION,IN,1654020837,,,,,,,,,,,,,,
RESULT,-3,C12,CCB,10,0.005036,0.02621,0,0,0,0,mg N/L,KCl Ammonia 10,1654020997,5/31/2022 14:16,,
QCPRORESULT,NORMAL,0,1654020997,,,,,,,,,,,,,
QCPRODECISION,IN,1654020997,,,,,,,,,,,,,,
RESULT,5,U1,C1SB-A-2,11,0.543749,0.077209,0,0,0,0,mg N/L,KCl Ammonia 10,1654021158,5/31/2022 14:19,,
RESULT,6,U2,C1SB-A-5,12,0.631057,0.085474,0,0,0,0,mg N/L,KCl Ammonia 10,1654021317,5/31/2022 14:21,,
RESULT,7,U3,C3SC-C-2,13,2.918453,0.302017,0,0,0,0,mg N/L,KCl Ammonia 10,1654021478,5/31/2022 14:24,,
RESULT,8,U4,C3SB-C-5-N,14,0.675943,0.089723,0,0,0,0,mg N/L,KCl Ammonia 10,1654021638,5/31/2022 14:27,,
RESULT,9,U5,C1SB-A-4,15,0.700647,0.092062,0,0,0,0,mg N/L,KCl Ammonia 10,1654021798,5/31/2022 14:29,,
RESULT,10,U6,C3SB-C-3-N,16,0.322347,0.056249,0,0,0,0,mg N/L,KCl Ammonia 10,1654021958,5/31/2022 14:32,,
RESULT,11,U7,C3A-D-4,17,0.762262,0.097895,0,0,0,0,mg N/L,KCl Ammonia 10,1654022118,5/31/2022 14:35,,
RESULT,12,U8,C3SB-C-1-N,18,0.499722,0.073041,0,0,0,0,mg N/L,KCl Ammonia 10,1654022278,5/31/2022 14:37,,
RESULT,13,U9,C3SC-C-4-N,19,0.334979,0.057445,0,0,0,0,mg N/L,KCl Ammonia 10,1654022438,5/31/2022 14:40,,
RESULT,14,U10,C1SB-A-3,20,0.744782,0.09624,0,0,0,0,mg N/L,KCl Ammonia 10,1654022597,5/31/2022 14:43,,
RESULT,14,C13,Duplicate,21,0.757542,0.097448,0,0,0,0,mg N/L,KCl Ammonia 10,1654022758,5/31/2022 14:45,,
QCPRORESULT,DUPLICATE,1.6987,1654022758,,,,,,,,,,,,,
QCPRODECISION,IN,1654022758,,,,,,,,,,,,,,
RESULT,14,C14,Auto Spike,22,2.721519,0.282129,0,0,0,0,mg N/L,KCl Ammonia 10,1654022917,5/31/2022 14:48,,
QCPRORESULT,AUTO SPIKE,98.836838,1654022917,,,,,,,,,,,,,
QCPRODECISION,IN,1654022917,,,,,,,,,,,,,,
RESULT,-3,C11,CCV,23,4.910736,0.490621,0,0,0,0,mg N/L,KCl Ammonia 10,1654023077,5/31/2022 14:51,,
QCPRORESULT,NORMAL,0,1654023077,,,,,,,,,,,,,
QCPRODECISION,IN,1654023077,,,,,,,,,,,,,,
RESULT,-3,C12,CCB,24,0.002295,0.025951,0,0,0,0,mg N/L,KCl Ammonia 10,1654023237,5/31/2022 14:53,,
QCPRORESULT,NORMAL,0,1654023237,,,,,,,,,,,,,
QCPRODECISION,IN,1654023237,,,,,,,,,,,,,,
RESULT,15,U11,C3B-D-5-N,25,0.807967,0.102222,0,0,0,0,mg N/L,KCl Ammonia 10,1654023398,5/31/2022 14:56,,
RESULT,16,U12,C3A-D-5,26,0.860167,0.107163,0,0,0,0,mg N/L,KCl Ammonia 10,1654023557,5/31/2022 14:59,,
RESULT,17,U13,C3SC-C-1,27,0.580069,0.080647,0,0,0,0,mg N/L,KCl Ammonia 10,1654023717,5/31/2022 15:01,,
RESULT,18,U14,C3SB-C-2-N,28,0.502320,0.073287,0,0,0,0,mg N/L,KCl Ammonia 10,1654023877,5/31/2022 15:04,,
RESULT,19,U15,C1SB-A-1,29,0.664141,0.088606,0,0,0,0,mg N/L,KCl Ammonia 10,1654024033,5/31/2022 15:07,,
RESULT,20,U16,C3B-A-5-N,30,1.113389,0.131135,0,0,0,0,mg N/L,KCl Ammonia 10,1654024194,5/31/2022 15:09,,
RESULT,-3,C11,CCV,31,5.175066,0.515645,0,0,0,0,mg N/L,KCl Ammonia 10,1654024353,5/31/2022 15:12,,
QCPRORESULT,NORMAL,0,1654024353,,,,,,,,,,,,,
QCPRODECISION,IN,1654024353,,,,,,,,,,,,,,
RESULT,-3,C12,CCB,32,0.021716,0.027789,0,0,0,0,mg N/L,KCl Ammonia 10,1654024514,5/31/2022 15:15,,
QCPRORESULT,NORMAL,0,1654024514,,,,,,,,,,,,,
QCPRODECISION,IN,1654024514,,,,,,,,,,,,,,
RUNENDED,1654024597,COMPLETE,,,,,,,,,,,,,,
RESULT,-1,S1,Standard 1,0,0.024957,0.024957,0,0,0,0,mg N/L,KCl Ammonia 10,1654096288,6/1/2022 11:11,,
RESULT,-2,S90,Standard .2,1,0.052056,0.052056,0,0,0,0,mg N/L,KCl Ammonia 10,1654096447,6/1/2022 11:14,,
RESULT,-2,S91,Standard .5,2,0.077118,0.077118,0,0,0,0,mg N/L,KCl Ammonia 10,1654096607,6/1/2022 11:16,,
RESULT,-2,S92,Standard 1,3,0.130689,0.130689,0,0,0,0,mg N/L,KCl Ammonia 10,1654096767,6/1/2022 11:19,,
RESULT,-2,S93,Standard 2.5,4,0.261790,0.26179,0,0,0,0,mg N/L,KCl Ammonia 10,1654096928,6/1/2022 11:22,,
RESULT,-2,S94,Standard 5,5,0.499851,0.499851,0,0,0,0,mg N/L,KCl Ammonia 10,1654097087,6/1/2022 11:24,,
RESULT,-2,S95,Standard 7.5,6,0.716057,0.716057,0,0,0,0,mg N/L,KCl Ammonia 10,1654097248,6/1/2022 11:27,,
RESULT,-2,S96,Standard 10,7,0.989574,0.989574,0,0,0,0,mg N/L,KCl Ammonia 10,1654097408,6/1/2022 11:30,,
RESULT,-1,S0,Standard 0,8,0.025013,0.025013,0,0,0,0,mg N/L,KCl Ammonia 10,1654097568,6/1/2022 11:32,,
CALIBRATION,KCl Ammonia 10,1654097568,6/1/2022 11:32,,,,,,,,,,,,,
RESULT,-3,C11,CCV,9,4.891170,0.488756,0,0,0,0,mg N/L,KCl Ammonia 10,1654097729,6/1/2022 11:35,,
QCPRORESULT,NORMAL,0,1654097729,,,,,,,,,,,,,
QCPRODECISION,IN,1654097729,,,,,,,,,,,,,,
RESULT,-3,C12,CCB,10,0.009493,0.025263,0,0,0,0,mg N/L,KCl Ammonia 10,1654097889,6/1/2022 11:38,,
QCPRORESULT,NORMAL,0,1654097889,,,,,,,,,,,,,
QCPRODECISION,IN,1654097889,,,,,,,,,,,,,,
RESULT,5,U1,C3B-D-2-N,11,0.345393,0.057155,0,0,0,0,mg N/L,KCl Ammonia 10,1654098049,6/1/2022 11:40,,
RESULT,6,U2,C3C-B-1-N,12,0.248150,0.047922,0,0,0,0,mg N/L,KCl Ammonia 10,1654098209,6/1/2022 11:43,,
RESULT,7,U3,C3SB-A-4-N,13,1.349238,0.152466,0,0,0,0,mg N/L,KCl Ammonia 10,1654098369,6/1/2022 11:46,,
RESULT,8,U4,C3SB-A-3-N,14,0.183311,0.041766,0,0,0,0,mg N/L,KCl Ammonia 10,1654098529,6/1/2022 11:48,,
RESULT,9,U5,C3SA-C-1-N,15,2.299248,0.242665,0,0,0,0,mg N/L,KCl Ammonia 10,1654098690,6/1/2022 11:51,,
RESULT,10,U6,C3SB-A-1-N,16,0.246014,0.04772,0,0,0,0,mg N/L,KCl Ammonia 10,1654098849,6/1/2022 11:54,,
RESULT,11,U7,C3SA-C-2-N,17,0.813800,0.101628,0,0,0,0,mg N/L,KCl Ammonia 10,1654099010,6/1/2022 11:56,,
RESULT,12,U8,C3SA-C-4-N,18,0.168415,0.040352,0,0,0,0,mg N/L,KCl Ammonia 10,1654099170,6/1/2022 11:59,,
RESULT,13,U9,C3SB-D-4-N,19,0.544859,0.076093,0,0,0,0,mg N/L,KCl Ammonia 10,1654099329,6/1/2022 12:02,,
RESULT,14,U10,C3C-B-5-N,20,0.644742,0.085577,0,0,0,0,mg N/L,KCl Ammonia 10,1654099489,6/1/2022 12:04,,
RESULT,14,C13,Duplicate,21,0.656834,0.086725,0,0,0,0,mg N/L,KCl Ammonia 10,1654099649,6/1/2022 12:07,,
QCPRORESULT,DUPLICATE,1.858146,1654099649,,,,,,,,,,,,,
QCPRODECISION,IN,1654099649,,,,,,,,,,,,,,
RESULT,14,C14,Auto Spike,22,2.656466,0.275363,0,0,0,0,mg N/L,KCl Ammonia 10,1654099809,6/1/2022 12:10,,
QCPRORESULT,AUTO SPIKE,100.586197,1654099809,,,,,,,,,,,,,
QCPRODECISION,IN,1654099809,,,,,,,,,,,,,,
RESULT,-3,C11,CCV,23,4.924994,0.491968,0,0,0,0,mg N/L,KCl Ammonia 10,1654099969,6/1/2022 12:12,,
QCPRORESULT,NORMAL,0,1654099969,,,,,,,,,,,,,
QCPRODECISION,IN,1654099969,,,,,,,,,,,,,,
RESULT,-3,C12,CCB,24,0.009321,0.025247,0,0,0,0,mg N/L,KCl Ammonia 10,1654100129,6/1/2022 12:15,,
QCPRORESULT,NORMAL,0,1654100129,,,,,,,,,,,,,
QCPRODECISION,IN,1654100129,,,,,,,,,,,,,,
RESULT,15,U11,C3C-B-2-N,25,0.445114,0.066623,0,0,0,0,mg N/L,KCl Ammonia 10,1654100289,6/1/2022 12:18,,
RESULT,16,U12,C3SB-A-5-N,26,0.686668,0.089558,0,0,0,0,mg N/L,KCl Ammonia 10,1654100449,6/1/2022 12:20,,
RESULT,17,U13,C3SB-A-2-N,27,0.148165,0.038429,0,0,0,0,mg N/L,KCl Ammonia 10,1654100609,6/1/2022 12:23,,
RESULT,18,U14,C3C-B-4-N,28,0.513500,0.073116,0,0,0,0,mg N/L,KCl Ammonia 10,1654100769,6/1/2022 12:26,,
RESULT,19,U15,C3SA-C-5-N,29,0.647725,0.08586,0,0,0,0,mg N/L,KCl Ammonia 10,1654100929,6/1/2022 12:28,,
RESULT,20,U16,C3B-D-1-N,30,0.729310,0.093606,0,0,0,0,mg N/L,KCl Ammonia 10,1654101089,6/1/2022 12:31,,
RESULT,21,U17,C3B-D-4-N,31,0.895604,0.109395,0,0,0,0,mg N/L,KCl Ammonia 10,1654101249,6/1/2022 12:34,,
RESULT,22,U18,C1A-D-4-N,32,3.425643,0.349611,0,0,0,0,mg N/L,KCl Ammonia 10,1654101409,6/1/2022 12:36,,
RESULT,23,U19,C3B-B-1-N,33,0.130841,0.036784,0,0,0,0,mg N/L,KCl Ammonia 10,1654101569,6/1/2022 12:39,,
RESULT,24,U20,C3SA-B-4-N,34,0.231828,0.046373,0,0,0,0,mg N/L,KCl Ammonia 10,1654101729,6/1/2022 12:42,,
RESULT,24,C13,Duplicate,35,0.257052,0.048768,0,0,0,0,mg N/L,KCl Ammonia 10,1654101889,6/1/2022 12:44,,
QCPRORESULT,DUPLICATE,10.318948,1654101889,,,,,,,,,,,,,
QCPRODECISION,OUT,1654101889,,,,,,,,,,,,,,
QCPROACTION,CONTINUE,1654101889,,,,,,,,,,,,,,
RESULT,24,C14,Auto Spike,36,2.241158,0.236121,0,0,0,0,mg N/L,KCl Ammonia 10,1654102049,6/1/2022 12:47,,
QCPRORESULT,AUTO SPIKE,100.466461,1654102049,,,,,,,,,,,,,
QCPRODECISION,IN,1654102049,,,,,,,,,,,,,,
RESULT,-3,C11,CCV,37,5.252753,0.523087,0,0,0,0,mg N/L,KCl Ammonia 10,1654102209,6/1/2022 12:50,,
QCPRORESULT,NORMAL,0,1654102209,,,,,,,,,,,,,
QCPRODECISION,IN,1654102209,,,,,,,,,,,,,,
RESULT,-3,C12,CCB,38,0.006433,0.024972,0,0,0,0,mg N/L,KCl Ammonia 10,1654102369,6/1/2022 12:52,,
QCPRORESULT,NORMAL,0,1654102369,,,,,,,,,,,,,
QCPRODECISION,IN,1654102369,,,,,,,,,,,,,,
RESULT,25,U21,C3SA-B-5-N,39,0.310676,0.053859,0,0,0,0,mg N/L,KCl Ammonia 10,1654102529,6/1/2022 12:55,,
RESULT,26,U22,C3B-B-2-N,40,0.103277,0.034167,0,0,0,0,mg N/L,KCl Ammonia 10,1654102689,6/1/2022 12:58,,
RESULT,27,U23,C3SA-C-3-N,41,0.529344,0.07462,0,0,0,0,mg N/L,KCl Ammonia 10,1654102849,6/1/2022 13:00,,
RESULT,28,U24,C3C-B-3-N,42,0.615276,0.082779,0,0,0,0,mg N/L,KCl Ammonia 10,1654103009,6/1/2022 13:03,,
RESULT,29,U25,C1A-B-1-N,43,1.322372,0.149915,0,0,0,0,mg N/L,KCl Ammonia 10,1654103169,6/1/2022 13:06,,
RESULT,30,U26,C1A-D-3-N,44,0.695898,0.090434,0,0,0,0,mg N/L,KCl Ammonia 10,1654103329,6/1/2022 13:08,,
RESULT,31,U27,C3SA-A-1-N,45,0.550871,0.076664,0,0,0,0,mg N/L,KCl Ammonia 10,1654103489,6/1/2022 13:11,,
RESULT,32,U28,C3SC-B-1-N,46,0.571590,0.078632,0,0,0,0,mg N/L,KCl Ammonia 10,1654103649,6/1/2022 13:14,,
RESULT,33,U29,C3SB-D-2-N,47,0.540280,0.075659,0,0,0,0,mg N/L,KCl Ammonia 10,1654103809,6/1/2022 13:16,,
RESULT,34,U30,C3SC-B-3-N,48,0.540640,0.075693,0,0,0,0,mg N/L,KCl Ammonia 10,1654103969,6/1/2022 13:19,,
RESULT,34,C13,Duplicate,49,0.573469,0.07881,0,0,0,0,mg N/L,KCl Ammonia 10,1654104129,6/1/2022 13:22,,
QCPRORESULT,DUPLICATE,5.893372,1654104129,,,,,,,,,,,,,
QCPRODECISION,IN,1654104129,,,,,,,,,,,,,,
RESULT,34,C14,Auto Spike,50,2.587653,0.268861,0,0,0,0,mg N/L,KCl Ammonia 10,1654104289,6/1/2022 13:24,,
QCPRORESULT,AUTO SPIKE,102.35067,1654104289,,,,,,,,,,,,,
QCPRODECISION,IN,1654104289,,,,,,,,,,,,,,
RESULT,-3,C11,CCV,51,5.052060,0.504032,0,0,0,0,mg N/L,KCl Ammonia 10,1654104449,6/1/2022 13:27,,
QCPRORESULT,NORMAL,0,1654104449,,,,,,,,,,,,,
QCPRODECISION,IN,1654104449,,,,,,,,,,,,,,
RESULT,-3,C12,CCB,52,0.025742,0.026806,0,0,0,0,mg N/L,KCl Ammonia 10,1654104609,6/1/2022 13:30,,
QCPRORESULT,NORMAL,0,1654104609,,,,,,,,,,,,,
QCPRODECISION,IN,1654104609,,,,,,,,,,,,,,
RESULT,35,U31,C3SA-A-5-N,53,0.403262,0.06265,0,0,0,0,mg N/L,KCl Ammonia 10,1654104769,6/1/2022 13:32,,
RESULT,36,U32,C1A-B-3-N,54,0.532680,0.074937,0,0,0,0,mg N/L,KCl Ammonia 10,1654104929,6/1/2022 13:35,,
RESULT,37,U33,C1A-B-5-N,55,3.283992,0.336162,0,0,0,0,mg N/L,KCl Ammonia 10,1654105089,6/1/2022 13:38,,
RESULT,38,U34,C3SC-B-2-N,56,0.501577,0.071984,0,0,0,0,mg N/L,KCl Ammonia 10,1654105249,6/1/2022 13:40,,
RESULT,39,U35,C3SB-D-1-N,57,0.469238,0.068914,0,0,0,0,mg N/L,KCl Ammonia 10,1654105409,6/1/2022 13:43,,
RESULT,40,U36,C3SC-B-5-N,58,1.167989,0.135257,0,0,0,0,mg N/L,KCl Ammonia 10,1654105569,6/1/2022 13:46,,
RESULT,41,U37,C1A-D-2-N,59,0.434669,0.065631,0,0,0,0,mg N/L,KCl Ammonia 10,1654105729,6/1/2022 13:48,,
RESULT,42,U38,C3SC-B-4-N,60,0.379585,0.060402,0,0,0,0,mg N/L,KCl Ammonia 10,1654105889,6/1/2022 13:51,,
RESULT,43,U39,C3SA-A-2-N,61,1.203200,0.1386,0,0,0,0,mg N/L,KCl Ammonia 10,1654106049,6/1/2022 13:54,,
RESULT,44,U40,C1A-D-5-N,62,0.827970,0.102974,0,0,0,0,mg N/L,KCl Ammonia 10,1654106209,6/1/2022 13:56,,
RESULT,44,C13,Duplicate,63,0.890209,0.108883,0,0,0,0,mg N/L,KCl Ammonia 10,1654106369,6/1/2022 13:59,,
QCPRORESULT,DUPLICATE,7.24472,1654106369,,,,,,,,,,,,,
QCPRODECISION,IN,1654106369,,,,,,,,,,,,,,
RESULT,44,C14,Auto Spike,64,2.913370,0.299637,0,0,0,0,mg N/L,KCl Ammonia 10,1654106530,6/1/2022 14:02,,
QCPRORESULT,AUTO SPIKE,104.269997,1654106530,,,,,,,,,,,,,
QCPRODECISION,IN,1654106530,,,,,,,,,,,,,,
RESULT,-3,C11,CCV,65,5.171721,0.515393,0,0,0,0,mg N/L,KCl Ammonia 10,1654106690,6/1/2022 14:04,,
QCPRORESULT,NORMAL,0,1654106690,,,,,,,,,,,,,
QCPRODECISION,IN,1654106690,,,,,,,,,,,,,,
RESULT,-3,C12,CCB,66,0.027507,0.026973,0,0,0,0,mg N/L,KCl Ammonia 10,1654106850,6/1/2022 14:07,,
QCPRORESULT,NORMAL,0,1654106850,,,,,,,,,,,,,
QCPRODECISION,IN,1654106850,,,,,,,,,,,,,,
RESULT,45,U41,C3SB-D-3-N,67,0.490147,0.070899,0,0,0,0,mg N/L,KCl Ammonia 10,1654107007,6/1/2022 14:10,,
RESULT,46,U42,C3SA-B-3-N,68,0.097671,0.033635,0,0,0,0,mg N/L,KCl Ammonia 10,1654107167,6/1/2022 14:12,,
RESULT,-3,C11,CCV,69,5.171935,0.515413,0,0,0,0,mg N/L,KCl Ammonia 10,1654107327,6/1/2022 14:15,,
QCPRORESULT,NORMAL,0,1654107327,,,,,,,,,,,,,
QCPRODECISION,IN,1654107327,,,,,,,,,,,,,,
RESULT,-3,C12,CCB,70,0.025704,0.026802,0,0,0,0,mg N/L,KCl Ammonia 10,1654107487,6/1/2022 14:18,,
QCPRORESULT,NORMAL,0,1654107487,,,,,,,,,,,,,
QCPRODECISION,IN,1654107487,,,,,,,,,,,,,,
RUNENDED,1654107570,COMPLETE,,,,,,,,,,,,,,
RUNSTARTED,1654267457,6/3/2022 10:44,,,conc,abs,,dil,,,,,,,,
RESULT,-1,S1,Standard 1,0,0.060330,0.06033,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654268694,6/3/2022 11:04,,
RESULT,-2,S90,Standard 90,1,0.071660,0.07166,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654268823,6/3/2022 11:07,,
RESULT,-2,S91,Standard 91,2,0.088193,0.088193,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654268951,6/3/2022 11:09,,
RESULT,-2,S92,Standard 92,3,0.114782,0.114782,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654269079,6/3/2022 11:11,,
RESULT,-2,S93,Standard 93,4,0.199653,0.199653,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654269209,6/3/2022 11:13,,
RESULT,-2,S94,Standard 94,5,0.348579,0.348579,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654269338,6/3/2022 11:15,,
RESULT,-2,S95,Standard 95,6,0.476655,0.476655,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654269466,6/3/2022 11:17,,
RESULT,-2,S96,Standard 96,7,0.628871,0.628871,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654269595,6/3/2022 11:19,,
RESULT,-1,S0,Standard 0,8,0.061430,0.06143,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654269723,6/3/2022 11:22,,
CALIBRATION,KCL NO3_NO2 2,1654269724,6/3/2022 11:22,,,,,,,,,,,,,
RESULT,5,C21,Nitrate Standard,9,1.000280,0.342762,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654269852,6/3/2022 11:24,,
RESULT,6,C22,Nitrite Standard,10,1.192188,0.397069,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654269981,6/3/2022 11:26,,
QCPRORESULT,REDUCTION EFFICIENCY,83.90284,1654269981,,,,,,,,,,,,,
QCPRODECISION,IN,1654269981,,,,,,,,,,,,,,
RESULT,-3,C11,CCV,11,0.978104,0.336487,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654270110,6/3/2022 11:28,,
QCPRORESULT,NORMAL,0,1654270110,,,,,,,,,,,,,
QCPRODECISION,IN,1654270110,,,,,,,,,,,,,,
RESULT,-3,C12,CCB,12,0.005684,0.061307,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654270239,6/3/2022 11:30,,
QCPRORESULT,NORMAL,0,1654270239,,,,,,,,,,,,,
QCPRODECISION,IN,1654270239,,,,,,,,,,,,,,
RESULT,7,U1,C3B-D-2-N,13,9.446812,2.732996,0,0,0,19,mg N/L,KCL NO3_NO2 2,1654270367,6/3/2022 11:32,,
AUTODILUTION,APPROVED,1654270368,,,,,,,,,,,,,,
AUTODILUTION,ADDED,1654270368,,,,,,,,,,,,,,
RESULT,8,U2,C3C-B-1-N,14,5.916366,1.733936,0,0,0,19,mg N/L,KCL NO3_NO2 2,1654270496,6/3/2022 11:34,,
AUTODILUTION,APPROVED,1654270496,,,,,,,,,,,,,,
AUTODILUTION,ADDED,1654270496,,,,,,,,,,,,,,
RESULT,9,U3,C3SB-A-4-N,15,0.336959,0.155053,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654270625,6/3/2022 11:37,,
RESULT,10,U4,C3SB-A-3-N,16,1.725468,0.547979,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654270754,6/3/2022 11:39,,
RESULT,11,U5,C3SA-C-1-N,17,1.325357,0.434754,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654270887,6/3/2022 11:41,,
RESULT,12,U6,C3SB-A-1-N,18,1.110976,0.374087,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654271017,6/3/2022 11:43,,
RESULT,13,U7,C3SA-C-2-N,19,12.116950,3.488603,0,0,0,19,mg N/L,KCL NO3_NO2 2,1654271146,6/3/2022 11:45,,
AUTODILUTION,APPROVED,1654271146,,,,,,,,,,,,,,
AUTODILUTION,ADDED,1654271146,,,,,,,,,,,,,,
RESULT,14,U8,C3SA-C-4-N,20,0.116901,0.09278,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654271275,6/3/2022 11:47,,
RESULT,15,U9,C3SB-D-4-N,21,0.305774,0.146228,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654271404,6/3/2022 11:50,,
RESULT,16,U10,C3C-B-5-N,22,4.582769,1.35655,0,0,0,19,mg N/L,KCL NO3_NO2 2,1654271532,6/3/2022 11:52,,
AUTODILUTION,APPROVED,1654271532,,,,,,,,,,,,,,
AUTODILUTION,ADDED,1654271532,,,,,,,,,,,,,,
RESULT,16,C13,Duplicate,23,4.549913,1.347252,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654271661,6/3/2022 11:54,,
QCPRORESULT,DUPLICATE,0.719536,1654271661,,,,,,,,,,,,,
QCPRODECISION,IN,1654271661,,,,,,,,,,,,,,
AUTODILUTION,APPROVED,1654271662,,,,,,,,,,,,,,
AUTODILUTION,ADDED,1654271662,,,,,,,,,,,,,,
RESULT,16,C14,Auto Spike,24,5.598159,1.460745,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654271790,6/3/2022 11:56,,
QCPRORESULT,AUTO SPIKE,101.538933,1654271790,,,,,,,,,,,,,
QCPRODECISION,IN,1654271790,,,,,,,,,,,,,,
AUTODILUTION,APPROVED,1654271791,,,,,,,,,,,,,,
AUTODILUTION,ADDED,1654271791,,,,,,,,,,,,,,
RESULT,-3,C11,CCV,25,0.964335,0.33259,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654271919,6/3/2022 11:58,,
QCPRORESULT,NORMAL,0,1654271919,,,,,,,,,,,,,
QCPRODECISION,IN,1654271919,,,,,,,,,,,,,,
RESULT,-3,C12,CCB,26,0.007407,0.061795,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654272048,6/3/2022 12:00,,
QCPRORESULT,NORMAL,0,1654272048,,,,,,,,,,,,,
QCPRODECISION,IN,1654272048,,,,,,,,,,,,,,
RESULT,17,U11,C3C-B-2-N,27,4.916261,1.450922,0,0,0,19,mg N/L,KCL NO3_NO2 2,1654272178,6/3/2022 12:02,,
AUTODILUTION,APPROVED,1654272178,,,,,,,,,,,,,,
AUTODILUTION,ADDED,1654272178,,,,,,,,,,,,,,
RESULT,18,U12,C3SB-A-5-N,28,0.475998,0.194399,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654272306,6/3/2022 12:05,,
RESULT,19,U13,C3SB-A-2-N,29,0.484936,0.196928,0,0,0,0,mg N/L,KCL NO3_NO2 2,1654272435,6/3/2022 12:07,,
RESULT,20,U14,C3C-B-4-N,30,2.455836,0.754661,0,0,0,19,mg N/L,KCL NO3_NO2 2,1654272564,6/3/2022 12:09,,
AUTODILUTION,APPROVED,1654272564,,,,,,,,,,,,,,
AUTODILUTION,ADDED,1654272564,,,,,,,,,,,,,,
RESULT,21,U15,C3SA-C-5-N,31,2.077020,0.647462,0,0,0,19,mg N/L,KCL NO3_NO2 2,1654272698,6/3/2022 12:11,,
AUTODILUTION,APPROVED,1654272698,,,,,,,,,,,,,,
AUTODILUTION,ADDED,1654272698,,,,,,,,,,,,,,
RESULT,22,U16,C3B-D-1-N,32,8.959620,2.595129,0,0,0,19,mg N/L,KCL NO3_NO2 2,1654272827,6/3/2022 12:13,,
AUTODILUTION,APPROVED,1654272827,,,,,,,,,,,,,,
AUTODILUTION,ADDED,1654272827,,,,,,,,,,,,,,
