row ID,row m/z,row retention time,LT-C4-1A.mzML crop_filtered_POS Peak area,LT-C4-1B.mzML crop_filtered_POS Peak area,LT-C4-1C.mzML crop_filtered_POS Peak area,LT-C4-2A.mzML crop_filtered_POS Peak area,LT-C4-2B.mzML crop_filtered_POS Peak area,LT-C4-2C.mzML crop_filtered_POS Peak area,LT-C4-3A.mzML crop_filtered_POS Peak area,LT-C4-3B.mzML crop_filtered_POS Peak area,LT-C4-3C.mzML crop_filtered_POS Peak area,LT-C4-4A.mzML crop_filtered_POS Peak area,LT-C4-4B.mzML crop_filtered_POS Peak area,LT-C4-4C.mzML crop_filtered_POS Peak area,LT-C4-5A.mzML crop_filtered_POS Peak area,LT-C4-5B.mzML crop_filtered_POS Peak area,LT-C4-5C.mzML crop_filtered_POS Peak area,LT-C4-6A.mzML crop_filtered_POS Peak area,LT-C4-6B.mzML crop_filtered_POS Peak area,LT-C4-6C.mzML crop_filtered_POS Peak area,LT-C4-7A.mzML crop_filtered_POS Peak area,LT-C4-7B.mzML crop_filtered_POS Peak area,LT-C4-7C.mzML crop_filtered_POS Peak area,PROCBLANKA.mzML crop_filtered_POS Peak area,PROCBLANKB.mzML crop_filtered_POS Peak area,PROCBLANKC.mzML crop_filtered_POS Peak area,zBLK02.mzML crop_filtered_POS Peak area,zBLK03.mzML crop_filtered_POS Peak area,zBLK04.mzML crop_filtered_POS Peak area,zBLK05.mzML crop_filtered_POS Peak area,zBLK06.mzML crop_filtered_POS Peak area,zBLK07.mzML crop_filtered_POS Peak area,
5258,647.3296881781685,5.604234922222222,0,0,0,602034.3736474419,1053196.639534265,792723.6571678367,0,0,0,0,0,0,2010765.4309789585,1866903.550777037,2457903.766771116,971079.6527457705,1144397.0849891226,1021933.5766140923,0,0,0,0,0,0,0,0,0,0,0,0,
5260,294.2278347015381,4.662089056250001,412496.0171742834,0,0,0,491643.2991046975,493838.42554485897,0,0,0,485161.2404183195,455722.50094362884,501706.0804305559,444612.14817163674,0,0,553932.8040332784,500568.7139530196,534191.7193766596,0,441594.9316020335,0,0,471569.49602465983,0,473659.0037120924,462478.96286279225,0,432474.36496140645,442128.5510749985,0,
5262,286.20147705078125,2.8974541272727277,0,0,0,630465.5907880325,0,705682.06604414,0,0,0,0,0,0,4942601.971303621,4764963.04999913,5430929.451347535,3232930.3178491388,2975046.739997617,2835412.400357253,2243667.959724743,2248389.273378756,2382006.899886518,0,0,0,0,0,0,0,0,0,
5263,267.19531504313153,4.882115566666666,2204507.28010495,2079709.390741779,1756717.3066669442,690850.4729261941,763552.0129350249,1080391.5774646378,1538854.332472105,1224261.913787791,1423501.5521026817,0,0,0,0,0,0,0,0,0,1211083.7284608823,1345872.6378970752,1435100.5908476717,0,0,0,0,0,0,0,0,0,
5264,494.17463302612305,7.5983938,0,0,0,0,553207.5960441689,0,0,0,0,0,0,0,0,668358.036798956,431790.2451476132,0,0,0,0,0,0,0,0,0,0,435092.029107785,0,0,0,0,
5266,228.0076644897461,7.058939100000001,1993576.8477290885,1917117.340802089,1933838.3699810877,2240176.441618802,2421727.5649526715,2170500.2472551237,1932104.91357249,2184280.8593855575,2006247.6916372057,2225621.8492533974,2248276.8212853265,2200184.754485999,2176512.8806282673,2263584.9500168446,2391332.913016052,2125626.091120288,1916600.9942057768,1926490.8046540557,1910002.9176263106,1623076.4680861915,1805953.2730741808,2227419.991227746,2219742.6034239824,2216317.0118246214,1910452.5592541,1971482.801500711,1973841.194439053,2079362.5891614605,2162123.6994413924,2130076.3840247598,
5267,395.1308624267578,3.90497942,0,0,0,0,540628.2725913869,763596.4177674521,0,0,0,1474718.9486751782,1440114.914517145,1637595.0391655164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5268,299.9128245478091,0.8582414960869563,1530921.6638142657,1386094.8500239286,1501794.8181372676,1555651.8455873318,1484544.920895298,1379901.3413376687,1328303.4314385706,1447308.105541218,1381325.621748921,1379210.6643266927,1340448.3702167205,1424031.348295027,1320677.6920535623,1513830.0724764331,1414067.653875862,1417704.265612411,1519925.43626558,1423328.7216892266,0,0,0,1493965.2558885003,1398781.9526532819,1431407.4020112306,0,0,0,0,1097745.1211062716,1221859.1369359756,
5270,155.10672760009766,3.795668066666667,2083789.1295516097,2313115.6842183773,2260494.334333358,1647631.6635795245,1201105.3574878841,1359975.243137053,1815095.1848349394,1945270.641579632,1877983.9610917268,1033537.2427959488,1174705.9392927065,1658100.0091754312,571746.2862834168,1313866.6677206245,1435659.4275223592,1261512.835759852,1177465.389815764,1168617.7241433733,2607139.502606525,1255268.5363032245,2191444.738051734,0,0,0,0,0,0,0,0,0,
5271,262.1883010864258,5.49888525,5805529.091651207,0,0,0,416734.1869374065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5273,363.25120544433594,6.7208862,0,0,0,0,658643.0288866209,833031.0796468895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5275,195.10085906982422,3.84053002,0,0,0,0,611558.1284064865,290345.1633700062,0,0,0,0,0,0,0,0,0,0,0,0,654286.861710465,591169.530451758,698979.603189843,0,0,0,0,0,0,0,0,0,
5276,443.1675109863281,6.2569039,0,0,0,0,531107.8411451639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5278,151.075439453125,6.250735766666666,0,0,0,732305.1606199469,926143.0233482369,764557.7094117894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5279,241.1435292561849,4.064175988888889,921926.7214867839,0,0,0,795756.2969306496,953847.6869876937,783803.9897598783,849869.012640095,1386100.5451898905,0,0,0,0,0,0,0,0,0,2581533.3726540287,2507580.9334679977,2715971.953653772,0,0,0,0,0,0,0,0,0,
5280,489.1094627380371,7.5969245,0,0,0,0,374102.25997685804,0,0,0,0,0,0,131060.45854790701,0,459566.4725448702,0,0,0,0,0,0,0,0,0,318608.6724577934,0,0,0,0,0,0,
5281,227.11831665039062,3.775261,0,0,0,0,531933.4165938481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5282,179.54060745239258,3.7282914999999996,0,0,0,436135.89442079316,362602.74904735456,0,0,0,0,584820.6529258593,636778.4650262924,490741.98944803205,311693.3942173952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5285,308.23009236653644,6.1764899,0,0,0,497937.8880941525,691870.4907925122,598721.0141474085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5286,505.1038564046224,3.7526909666666666,0,0,0,0,457892.9577224644,423422.3365141887,0,0,0,0,0,399131.0754932329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5287,346.13416544596356,4.454092500000001,0,0,0,469171.6867615191,541816.5063496605,498119.8617417987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5288,240.19598579406738,4.523099325,0,0,0,0,667480.6993957246,808125.8222418528,0,0,0,0,0,0,0,0,0,0,0,0,270826.7994635517,0,490239.26246962236,0,0,0,0,0,0,0,0,0,
5289,339.0724334716797,5.746510300000001,0,0,0,0,389907.9696384151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468203.4135703893,0,0,0,0,0,0,
5290,197.1175020005968,4.152306911111111,545784.9999819616,0,548304.0200455193,0,504735.0371067398,0,3849954.655441773,3285135.884187185,3840968.966760175,0,0,0,0,0,0,0,0,0,1231211.7259241734,1123813.954992972,1193913.1259494685,0,0,0,0,0,0,0,0,0,
5292,361.12550862630206,3.8411514888888885,0,0,0,948793.3366895627,524679.105043453,578592.2962777396,0,0,0,1560745.9715691796,2245720.11086456,1582346.5223007891,1.6654558264176972E7,1.4236332894177882E7,1.6375814868578838E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5293,313.0970865885417,3.8394299666666662,0,0,0,0,500831.53699044714,308142.0913357276,0,0,0,0,0,0,0,246827.47726644133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5294,355.1595458984375,3.775261,0,0,0,0,390265.3690218048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5295,181.1526870727539,4.1613947,0,0,0,0,376468.1949580773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5296,193.12249825217506,4.1164235,1828407.520186928,1587905.57955441,1553373.601140134,551533.8158303062,361723.69267486123,0,2458391.802872108,2615940.394351126,2899689.1588481637,0,0,0,0,0,0,0,0,0,1551070.1258118392,2041324.4992691171,2036507.035249779,0,0,0,0,0,0,0,0,0,
5297,184.00177357991535,7.092567213333335,0,0,0,3971438.5146327117,4210846.591464472,4028884.4356028647,0,0,0,3922006.1530295825,4297353.740723834,4215609.060841263,4071769.6322722235,910338.0223906843,3039975.3353532855,3526788.286381871,2136826.3116336325,3528614.301221346,0,0,0,0,0,0,0,1147631.971155025,2271066.4665374765,0,0,3530275.5891393377,
5298,646.3244129527699,5.134598727272728,0,0,0,488121.5722863249,403770.02606629685,451736.3231441477,0,0,0,0,0,0,1.498125505705191E7,1.291706824909988E7,1.4241136861229364E7,3.5556284981714144E7,3.5714458937104166E7,3.389529697418895E7,3249490.975617285,0,2797704.625846631,0,0,0,0,0,0,0,0,0,
5299,331.1745834350586,4.559343500000001,0,0,0,0,365903.7984548691,403334.0682958668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5300,409.2813415527344,5.692191366666667,0,0,0,0,375187.1394642887,450968.2880829745,0,0,0,0,0,364499.15360823745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5301,168.09346771240234,3.8610152399999995,0,0,0,0,635941.8373139116,564292.8211442927,0,0,0,328522.45099781133,826196.8049169071,720705.6656223165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5302,193.12256038890166,3.589031952941177,2960014.319404056,3036252.4718934176,2869950.567821536,1452133.4559810935,569780.9127951337,1493513.2427722702,6583269.463670907,6011613.582369053,6655650.389773549,0,778474.4270790487,0,627908.7966804835,3540996.911704526,3870300.5514931674,1198498.6643582825,0,0,4601828.082076973,4633023.828402939,5185243.758280498,0,0,0,0,0,0,0,0,0,
5303,375.14149475097656,4.13642652,0,0,0,489677.3560175195,551757.6064791066,440382.7971520496,0,0,0,0,0,0,0,0,0,0,0,0,518321.54049228784,316680.61751581554,0,0,0,0,0,0,0,0,0,0,
5304,347.2041570490057,2.9928282727272726,0,0,0,0,347424.0712387045,330041.04934863414,551782.9293390446,723776.5459112007,606256.4084867106,0,0,0,0,0,0,8.126528745212434E7,7.69057238338993E7,7.574396489270839E7,5.65120351362875E7,5.4280645558900684E7,5.835952876609709E7,0,0,0,0,0,0,0,0,0,
5305,254.94943300882974,0.944217795,613029.6642955082,0,640992.7406329782,0,835889.9579714513,684872.0106368278,0,0,0,701613.7003727017,712063.8287070165,874483.3729667184,697412.955093944,696226.199780365,674828.8702906265,0,626706.7507490183,716807.6008666842,0,0,0,0,0,0,0,0,0,0,0,0,
5306,363.09716796875,4.3106573,0,0,0,0,602625.4441511275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5307,183.01013341443291,7.128177986206897,2772856.410220312,3112871.441624647,3225691.7734525288,3186374.7174561396,3371520.8954937654,3189790.2358136955,3314607.363302686,2734248.3241132265,3143671.172861112,3221114.908513827,3356007.4365505297,3322526.1210587113,3141004.2243587137,3019449.000463476,3313813.0783664742,3032260.1165545564,2883470.342307308,2056560.931610722,2745900.423362201,3006826.4751155316,2766346.3353274902,2974011.7903731097,1888205.0259618282,2968839.125061076,2743816.2791889664,2729160.253916392,0,2777097.0835215435,3005455.6377576543,3035965.4615569967,
5308,253.14343123002485,4.076436745454546,1063634.297758161,1183950.7514609538,1143198.9361149005,0,746772.7506451419,641695.47570396,8496468.006312173,8227798.635331868,8807574.06856507,0,0,0,0,0,0,0,0,0,2551074.219514715,2296575.890332573,2373667.1761983237,0,0,0,0,0,0,0,0,0,
5309,425.2676696777344,7.2978313,0,0,0,0,554821.3546465584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5310,556.3252727801984,4.337397592307692,0,0,0,479949.0160753227,459450.4036360505,433931.7528024721,0,0,0,1503963.888437821,1783634.181832959,0,3104954.3578031487,3582805.286215473,4471641.104032484,4433717.6772296745,5598164.26129409,5342833.457328135,1389901.3587145281,1008359.3640216531,0,0,0,0,0,0,0,0,0,0,
5312,237.14859466552736,4.13577162,1145306.4016143284,1224380.8927392056,922853.2582611501,0,548099.5113614069,0,1294108.0098409697,1302089.5018315709,1006819.6422859172,0,0,0,0,0,0,0,0,0,1997087.1877481183,1679411.1894263811,1642603.5343760666,0,0,0,0,0,0,0,0,0,
5313,257.2476501464844,6.4660746499999995,0,0,0,0,514740.15583923465,719485.7112436717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5314,205.12245483398436,4.5874296999999995,883553.8005810862,781927.5814386313,736216.2067970239,0,654523.0401179938,0,1.6727975487037323E7,1.4964576352030182E7,1.997656125559239E7,1035412.945282684,1005930.6103094787,865508.8208433555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5315,199.00144068400064,3.866850166666666,0,0,0,0,585307.2259099334,975281.0032845776,0,0,0,1111132.8127524129,1480952.7107127234,1151335.1703618811,926583.1497952932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5316,312.21789932250977,5.559465375,585212.8926566351,608567.7006414268,0,0,541803.6744683426,677960.6961455136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5317,599.3433837890625,6.817569525,0,0,0,0,1097293.9030007806,0,594749.8375322326,479177.6432365809,604199.4991063485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5318,361.1050033569336,4.3194236,0,0,0,0,676208.1486410494,648000.8654825409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5320,217.08633422851562,4.13713866,0,0,0,239493.34316826158,0,343697.0724028815,0,0,0,519160.986654822,571605.7422163535,477534.19038681884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5321,282.1954116821289,4.5622283,0,0,0,0,359667.2201013275,0,0,0,0,0,0,0,0,429904.28689378296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5322,291.1946563720703,5.935281308333333,1.0409858748602074E7,1.0226654687158627E7,8554314.972753072,1286938.091143473,1483823.6181803506,1282059.2797103655,4483541.475755858,4382158.012422139,4413143.291095124,0,0,0,0,0,0,0,0,0,3231363.2581047234,3162760.993019534,4552306.182612108,0,0,0,0,0,0,0,0,0,
5323,282.0518341064453,7.6004466,0,0,0,0,311101.6038331332,0,0,0,0,0,0,0,0,275954.4950192839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5324,241.21625061035155,6.2345317,4662938.621750486,4713913.032198647,4095956.186528349,0,479499.6309094788,0,0,0,1294283.3623352936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5325,505.1042938232422,3.8472267749999998,0,0,0,0,469757.1599896115,476118.74391076085,0,0,0,0,370912.27397934324,544863.6032312111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5326,197.09625816345215,3.8085788624999997,0,0,0,891192.6781224253,628485.1437255299,722875.552310847,0,0,0,922688.374407655,1049111.6573344185,652485.4447081634,1147107.1033180687,1132651.1112545507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5327,227.1645518711635,3.7894072428571426,0,0,0,330985.95468283666,270439.61523275473,374114.1466443259,0,0,0,408448.971929483,0,0,0,0,0,0,0,0,482117.8248016146,467987.8802492094,483576.8277798747,0,0,0,0,0,0,0,0,0,
5329,313.11474609375,7.8671984,0,0,0,0,373464.0664763714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5330,685.2409362792969,3.7337881000000004,0,0,0,0,433495.87484410324,434104.95112556353,0,0,0,406305.69452116324,454767.22914667835,408152.71626613836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5331,266.23268127441406,4.430980866666666,0,0,0,0,386168.9770406797,0,0,0,0,0,0,0,0,926727.5127545412,369077.06333518797,0,0,0,0,763490.137223547,481702.88003793696,0,0,603458.5216171256,0,0,0,0,0,0,
5332,163.1118049621582,3.784448327777777,1170481.6876093615,1144459.28753067,1096575.4689431703,692758.0118960172,553215.3479609428,1000176.2356662909,1880244.7426529003,1628961.9109678816,1888285.5105085312,1243872.6649569634,1229649.5125818835,1341158.9300878819,866310.6360406885,778112.1411823452,899387.7269264166,0,0,0,1695971.1739290701,1787248.2401003917,1849652.5732257636,0,0,0,0,0,0,0,0,0,
5334,343.18316650390625,3.75615632,0,0,0,0,352512.24079041823,379768.1949800992,0,0,0,368774.6386775837,451434.0784331414,443978.61366060714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5335,368.17139434814453,3.8426429071428574,0,0,0,0,342662.4202604242,495602.8070141134,0,0,0,889526.7452495034,474545.39737588994,619216.2397654675,2043591.97533872,2525460.350209968,1966973.4663025357,1109795.2502113709,1094439.656926908,876057.6457141156,843498.1999986314,471187.1712968907,767789.9746353276,0,0,0,0,0,0,0,0,0,
5336,368.20703125,4.3106573,0,0,0,0,415931.4520700058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5337,160.1201171875,5.0785451,0,0,0,0,343093.48625105014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5338,233.11721801757812,4.118675124999999,0,0,0,0,1002577.2138812818,742239.0005427668,2004859.8449865498,1703259.8737709916,1884135.1665814293,0,0,488539.95047299226,1055745.114218721,884331.7510717468,983382.6795186431,0,0,0,2196166.5092326836,1923760.5521997414,2088305.3794610845,0,0,0,0,0,0,0,0,0,
5341,329.1553955078125,3.8424464,0,0,0,0,345585.4224569766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5342,213.09118843078613,4.132431974999999,0,0,0,418726.2089157518,334369.3203239193,494270.96677109355,0,0,0,0,359543.4616600404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5343,324.2181091308594,5.6265288,0,0,0,0,398468.14799793885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5344,301.2374801635742,6.85494895,0,0,0,0,404093.41737451253,543124.6416411138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5345,165.9831771850586,1.1386556,0,0,0,0,373291.7737941092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5346,403.24643961588544,6.945329566666666,0,0,0,0,628052.9005004377,0,557897.6241441219,0,715936.2606257042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5347,216.12319946289062,0.52071345,0,0,0,0,317133.020368303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5348,292.2020950317383,3.11640535,0,0,0,0,352216.142098031,421150.9324730777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5349,404.12420654296875,3.7531318,0,0,0,0,376972.0519224242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5350,237.14845445421008,4.354702011111112,2298469.900382968,1916843.0735235952,1739874.247094014,0,665621.3393643391,0,0,4127321.62716821,4368327.546071634,0,0,0,0,0,0,0,0,0,4529794.151253654,2788817.4821035173,2484758.049951557,0,0,0,0,0,0,0,0,0,
5351,366.19161817762586,3.4304797444444444,0,0,0,0,1297094.3585476172,1131965.5850333432,0,0,0,0,0,1345544.1694606277,3617863.6586131826,5439650.1311354535,4465313.900522866,8837373.143080406,8555472.008915734,9062198.000462655,0,0,0,0,0,0,0,0,0,0,0,0,
5353,259.16854506272534,4.891256615384615,1514053.9720793434,1538113.964486037,1211636.5337691968,2.3510174122863855E7,2.2983850418773983E7,1.688124329225248E7,1.2758894975161918E7,1.956075669740295E7,9371045.297814474,776174.011998,0,789712.5700695554,0,0,0,0,0,0,471188.59963526996,765169.5359864815,0,0,0,0,0,0,0,0,0,0,
5354,290.1751416524251,5.302810433333334,0,0,0,9567758.226111323,8541758.13194417,1.3630540117174339E7,909001.0001702347,647010.4808004933,846890.4924653834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5356,161.1325208875868,5.286190266666667,1.2725385383794842E7,1.1799611241205543E7,1.140618709996161E7,1.4867073860502422E7,1.5135827326653436E7,1.8961304192171775E7,2.2412919963069208E7,2.1583479980267737E7,2.2567907250074413E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5357,189.1271858215332,5.300063325,0,0,0,4592584.27945815,4246712.924223756,7210991.698308341,601259.4751230932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5359,170.10931777954102,5.28199935,0,0,0,7034073.520087815,3136221.2536256188,1.115188221164074E7,169240.3337589828,344108.8958430964,162250.83465189073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5360,484.70872497558594,5.1919217,0,0,0,0,0,5419482.023859229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5361,218.1304562886556,3.7740704666666667,0,0,0,3448633.328417627,3213429.8850075053,4924773.18136406,0,0,0,4239552.808847226,4813034.982693356,4029597.4279325614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5362,308.2224833170573,5.139459316666667,0,0,0,3141784.9488077834,1960398.7401094032,5318534.590374576,2857624.97021024,2203869.3449576795,1360972.1329559097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5363,231.1001434326172,5.1696282,0,0,0,0,0,3920547.302636263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5364,229.12249646868025,4.391886742857143,4073436.9143229136,3558360.690599094,2493076.6627780274,4245857.073586131,3592728.5287595727,4096619.8807539754,2.8603340345707245E7,2.557725956927008E7,3.3135345591134235E7,4.278217677307284E8,4.566352392465388E8,6.44830827101789E8,2.4052326096524757E8,3.4918530709046656E8,3.455406632097001E8,8751893.84528986,1.5420251710395355E7,6964503.332428148,4355724.925040008,5015387.35941329,2715730.8844859554,0,0,0,0,0,0,0,0,0,
5365,294.20619201660156,5.434927344444444,4457383.433271642,5137053.977313334,4006758.7922400553,2568362.653035298,2890524.746681932,4600510.21761107,1248522.846492519,1647225.8758230703,1062843.9309659312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5366,231.17508697509766,5.198167075000001,0,0,0,2544635.9360136553,2481306.799220642,2928763.2700836346,0,0,337168.3253667978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5367,646.323971218533,3.885032888888889,0,0,0,2528983.617407265,3512333.19407534,2760468.6369249597,0,0,0,5270946.956036943,6912403.259868791,6367047.9594247015,629542.9851980337,607891.7747595476,800435.8223826555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5368,185.1326001485189,5.095847183333333,0,0,0,7588743.092840518,3762215.001352337,3031265.557683926,1.5171506574477447E7,1.0592162182360182E7,1.389253295441631E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5369,300.1933288574219,5.094857199999999,0,0,0,0,0,2948170.6887660716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5370,181.13551330566406,4.1561233,0,0,0,0,0,2277980.786985344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5371,185.0963897705078,5.1919217,0,0,0,0,0,2435464.437146168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5373,331.1140950520833,5.400553366666667,0,0,0,1540650.042145647,2451138.670221072,2877670.9001919352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5375,408.08587646484375,5.1919217,0,0,0,0,0,2174452.0616989788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5377,343.2674591064453,6.220985000000001,0,0,0,1428817.1393114808,1871259.2172192219,2176570.9142733435,405498.22925937333,0,280940.03436019446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5378,620.4173278808594,4.901886199999999,0,0,0,0,0,1342785.0541563875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5379,340.14259084065753,3.8546058666666667,0,0,0,1269277.1926912018,1463342.203241931,1401677.0435754368,0,0,0,2461083.7784575294,1811402.4056416852,2204969.962658438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5382,191.1064910888672,4.944722570000001,550306.3032131994,703213.8916878997,581760.9734663712,1181060.560410714,789653.9641963658,1425954.0778205453,994403.3976664792,605869.2759767052,930477.4761062795,0,0,0,0,0,0,0,0,0,0,524743.2664059257,0,0,0,0,0,0,0,0,0,0,
5384,354.26365966796874,4.985351039999999,0,0,0,551574.6323817471,812949.8430051503,1307622.7397002105,716985.0604724541,0,1125385.57005538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5386,209.0131523132324,6.869504473333333,2328715.6338470983,2550656.0235128542,2484056.046660286,2317887.9945815057,2384088.6271362654,2843566.28560795,2252752.2151264716,2304102.445397342,2385524.6904961825,2360120.5593734565,2378447.227785135,2291620.2632906334,2275110.385933455,2410334.0184371746,2276839.9920325847,2020596.5157146757,2523545.0644260305,1895076.553613295,2052836.7088848755,2397460.87470661,1867059.6236457198,1964095.3417425433,1928960.4072217648,2037805.0714153764,1774617.5643146688,1840129.606741554,1892493.2734224414,1755002.3664690466,2114826.865872559,2243069.403682316,
5387,204.1830122205946,5.6053090222222215,1192292.548693231,629702.6048793816,735144.7747597252,1035826.5532112834,1166214.3926165688,1449536.0616583598,713032.3173128933,647568.7716639799,669021.5463125367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5389,645.2921883719308,5.541919200000001,0,0,0,2000545.07730408,1920553.9355148675,2074692.4493218143,0,0,0,0,0,0,1.109946469940111E7,8261028.322304088,8717665.807377387,320015.6209954274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5390,549.3191731770834,5.080478366666667,0,0,0,619697.5090006639,847101.0430975403,1101413.9567947893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5391,181.10131772359213,4.110788125,680677.0403509252,0,0,1581093.9896650491,1374254.7931577542,1589609.6913121853,823960.8815617029,0,811127.1155388164,653475.3599552636,1081954.3331536883,1057817.2244309506,1584740.147214632,2214299.8610513853,1846198.157574452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
